"yearsBP","annual65N","annualGlobal","globalCosWeighted","Title","Source","yearsElapsed"
51400,217.85,292.77,340.588,"","",4599948600
51300,217.82,292.78,340.587,"","",4599948700
51200,217.78,292.79,340.587,"","",4599948800
51100,217.75,292.8,340.586,"","",4599948900
51000,217.71,292.82,340.586,"","",4599949000
50900,217.67,292.83,340.585,"","",4599949100
50800,217.64,292.84,340.585,"","",4599949200
50700,217.6,292.84,340.586,"","",4599949300
50600,217.56,292.85,340.586,"","",4599949400
50500,217.53,292.86,340.586,"","",4599949500
50400,217.49,292.87,340.587,"","",4599949600
50300,217.45,292.88,340.587,"","",4599949700
50200,217.42,292.89,340.587,"","",4599949800
50100,217.38,292.9,340.588,"","",4599949900
50000,217.35,292.9,340.588,"","",4599950000
49900,217.31,292.91,340.588,"","",4599950100
49800,217.28,292.92,340.587,"","",4599950200
49700,217.26,292.92,340.587,"","",4599950300
49600,217.23,292.92,340.586,"","",4599950400
49500,217.2,292.93,340.585,"","",4599950500
49400,217.18,292.93,340.584,"","",4599950600
49300,217.15,292.93,340.583,"","",4599950700
49200,217.13,292.94,340.582,"","",4599950800
49100,217.1,292.94,340.582,"","",4599950900
49000,217.07,292.94,340.581,"","",4599951000
48900,217.05,292.95,340.58,"","",4599951100
48800,217.02,292.94,340.576,"","",4599951200
48700,217,292.94,340.573,"","",4599951300
48600,216.98,292.94,340.569,"","",4599951400
48500,216.96,292.94,340.566,"","",4599951500
48400,216.94,292.93,340.562,"","",4599951600
48300,216.91,292.93,340.559,"","",4599951700
48200,216.89,292.93,340.555,"","",4599951800
48100,216.87,292.93,340.552,"","",4599951900
48000,216.85,292.93,340.548,"","",4599952000
47900,216.83,292.92,340.545,"","",4599952100
47800,216.82,292.92,340.546,"","",4599952200
47700,216.81,292.92,340.548,"","",4599952300
47600,216.79,292.91,340.55,"","",4599952400
47500,216.78,292.91,340.552,"","",4599952500
47400,216.77,292.91,340.553,"","",4599952600
47300,216.76,292.9,340.555,"","",4599952700
47200,216.75,292.9,340.557,"","",4599952800
47100,216.74,292.9,340.559,"","",4599952900
47000,216.73,292.89,340.56,"","",4599953000
46900,216.72,292.89,340.562,"","",4599953100
46800,216.71,292.88,340.563,"","",4599953200
46700,216.69,292.87,340.563,"","",4599953300
46600,216.67,292.87,340.564,"","",4599953400
46500,216.65,292.86,340.564,"","",4599953500
46400,216.63,292.85,340.565,"","",4599953600
46300,216.62,292.84,340.565,"","",4599953700
46200,216.6,292.83,340.565,"","",4599953800
46100,216.58,292.82,340.566,"","",4599953900
46000,216.56,292.81,340.566,"","",4599954000
45900,216.54,292.81,340.567,"","",4599954100
45800,216.54,292.79,340.566,"","",4599954200
45700,216.54,292.78,340.565,"","",4599954300
45600,216.54,292.77,340.565,"","",4599954400
45500,216.54,292.76,340.564,"","",4599954500
45400,216.54,292.74,340.563,"","",4599954600
45300,216.54,292.73,340.562,"","",4599954700
45200,216.54,292.72,340.562,"","",4599954800
45100,216.54,292.71,340.561,"","",4599954900
45000,216.54,292.7,340.56,"","",4599955000
44900,216.54,292.68,340.56,"","",4599955100
44800,216.54,292.67,340.56,"","",4599955200
44700,216.53,292.65,340.56,"","",4599955300
44600,216.52,292.63,340.56,"","",4599955400
44500,216.52,292.61,340.56,"","",4599955500
44400,216.51,292.6,340.56,"","",4599955600
44300,216.51,292.58,340.56,"","",4599955700
44200,216.5,292.56,340.56,"","",4599955800
44100,216.49,292.55,340.56,"","",4599955900
44000,216.49,292.53,340.56,"","",4599956000
43900,216.48,292.51,340.56,"","",4599956100
43800,216.49,292.49,340.562,"","",4599956200
43700,216.51,292.47,340.563,"","",4599956300
43600,216.52,292.45,340.564,"","",4599956400
43500,216.53,292.43,340.566,"","",4599956500
43400,216.54,292.41,340.567,"","",4599956600
43300,216.55,292.39,340.569,"","",4599956700
43200,216.57,292.37,340.57,"","",4599956800
43100,216.58,292.35,340.571,"","",4599956900
43000,216.59,292.34,340.573,"","",4599957000
42900,216.6,292.32,340.574,"","",4599957100
42800,216.61,292.29,340.572,"","",4599957200
42700,216.62,292.27,340.571,"","",4599957300
42600,216.63,292.24,340.569,"","",4599957400
42500,216.64,292.22,340.567,"","",4599957500
42400,216.64,292.19,340.565,"","",4599957600
42300,216.65,292.17,340.564,"","",4599957700
42200,216.66,292.14,340.562,"","",4599957800
42100,216.67,292.12,340.56,"","",4599957900
42000,216.68,292.1,340.558,"","",4599958000
41900,216.68,292.07,340.556,"","",4599958100
41800,216.69,292.04,340.557,"","",4599958200
41700,216.69,292.02,340.557,"","",4599958300
41600,216.7,291.99,340.557,"","",4599958400
41500,216.7,291.96,340.557,"","",4599958500
41400,216.7,291.93,340.557,"","",4599958600
41300,216.71,291.9,340.558,"","",4599958700
41200,216.71,291.88,340.558,"","",4599958800
41100,216.72,291.85,340.558,"","",4599958900
41000,216.72,291.82,340.558,"","",4599959000
40900,216.72,291.79,340.558,"","",4599959100
40800,216.74,291.77,340.561,"","",4599959200
40700,216.76,291.74,340.563,"","",4599959300
40600,216.78,291.71,340.565,"","",4599959400
40500,216.81,291.69,340.568,"","",4599959500
40400,216.83,291.66,340.57,"","",4599959600
40300,216.85,291.63,340.572,"","",4599959700
40200,216.87,291.61,340.574,"","",4599959800
40100,216.89,291.58,340.577,"","",4599959900
40000,216.91,291.55,340.579,"","",4599960000
39900,216.93,291.53,340.581,"","",4599960100
39800,216.94,291.5,340.581,"","",4599960200
39700,216.96,291.46,340.58,"","",4599960300
39600,216.97,291.43,340.58,"","",4599960400
39500,216.99,291.4,340.579,"","",4599960500
39400,217.01,291.37,340.579,"","",4599960600
39300,217.02,291.34,340.578,"","",4599960700
39200,217.04,291.31,340.577,"","",4599960800
39100,217.06,291.28,340.577,"","",4599960900
39000,217.07,291.25,340.576,"","",4599961000
38900,217.09,291.22,340.576,"","",4599961100
38800,217.1,291.18,340.577,"","",4599961200
38700,217.12,291.15,340.577,"","",4599961300
38600,217.13,291.12,340.578,"","",4599961400
38500,217.14,291.09,340.579,"","",4599961500
38400,217.16,291.06,340.58,"","",4599961600
38300,217.17,291.03,340.581,"","",4599961700
38200,217.19,291,340.581,"","",4599961800
38100,217.2,290.97,340.582,"","",4599961900
38000,217.21,290.94,340.583,"","",4599962000
37900,217.23,290.91,340.584,"","",4599962100
37800,217.24,290.88,340.584,"","",4599962200
37700,217.25,290.85,340.584,"","",4599962300
37600,217.26,290.82,340.584,"","",4599962400
37500,217.27,290.79,340.584,"","",4599962500
37400,217.28,290.76,340.583,"","",4599962600
37300,217.29,290.73,340.583,"","",4599962700
37200,217.3,290.7,340.583,"","",4599962800
37100,217.31,290.67,340.583,"","",4599962900
37000,217.32,290.64,340.583,"","",4599963000
36900,217.33,290.61,340.583,"","",4599963100
36800,217.34,290.58,340.582,"","",4599963200
36700,217.35,290.55,340.582,"","",4599963300
36600,217.36,290.52,340.581,"","",4599963400
36500,217.37,290.49,340.58,"","",4599963500
36400,217.38,290.46,340.579,"","",4599963600
36300,217.39,290.44,340.579,"","",4599963700
36200,217.4,290.41,340.578,"","",4599963800
36100,217.41,290.38,340.577,"","",4599963900
36000,217.42,290.35,340.576,"","",4599964000
35900,217.43,290.32,340.575,"","",4599964100
35800,217.43,290.29,340.577,"","",4599964200
35700,217.42,290.27,340.579,"","",4599964300
35600,217.42,290.24,340.581,"","",4599964400
35500,217.41,290.21,340.583,"","",4599964500
35400,217.41,290.19,340.585,"","",4599964600
35300,217.41,290.16,340.587,"","",4599964700
35200,217.4,290.13,340.589,"","",4599964800
35100,217.4,290.11,340.591,"","",4599964900
35000,217.39,290.08,340.593,"","",4599965000
34900,217.39,290.05,340.595,"","",4599965100
34800,217.36,290.03,340.596,"","",4599965200
34700,217.33,290,340.597,"","",4599965300
34600,217.31,289.98,340.597,"","",4599965400
34500,217.28,289.95,340.598,"","",4599965500
34400,217.25,289.92,340.599,"","",4599965600
34300,217.22,289.9,340.6,"","",4599965700
34200,217.19,289.87,340.6,"","",4599965800
34100,217.16,289.85,340.601,"","",4599965900
34000,217.14,289.82,340.602,"","",4599966000
33900,217.11,289.79,340.603,"","",4599966100
33800,217.07,289.77,340.605,"","",4599966200
33700,217.03,289.75,340.607,"","",4599966300
33600,216.99,289.73,340.609,"","",4599966400
33500,216.95,289.71,340.611,"","",4599966500
33400,216.92,289.69,340.613,"","",4599966600
33300,216.88,289.67,340.615,"","",4599966700
33200,216.84,289.65,340.617,"","",4599966800
33100,216.8,289.63,340.619,"","",4599966900
33000,216.76,289.6,340.621,"","",4599967000
32900,216.72,289.58,340.623,"","",4599967100
32800,216.67,289.57,340.622,"","",4599967200
32700,216.61,289.55,340.622,"","",4599967300
32600,216.55,289.53,340.621,"","",4599967400
32500,216.5,289.51,340.62,"","",4599967500
32400,216.44,289.49,340.62,"","",4599967600
32300,216.39,289.47,340.619,"","",4599967700
32200,216.33,289.45,340.619,"","",4599967800
32100,216.27,289.44,340.618,"","",4599967900
32000,216.22,289.42,340.618,"","",4599968000
31900,216.16,289.4,340.617,"","",4599968100
31800,216.09,289.39,340.619,"","",4599968200
31700,216.01,289.38,340.622,"","",4599968300
31600,215.94,289.36,340.624,"","",4599968400
31500,215.87,289.35,340.626,"","",4599968500
31400,215.8,289.34,340.629,"","",4599968600
31300,215.72,289.33,340.631,"","",4599968700
31200,215.65,289.32,340.633,"","",4599968800
31100,215.58,289.3,340.636,"","",4599968900
31000,215.51,289.29,340.638,"","",4599969000
30900,215.43,289.28,340.64,"","",4599969100
30800,215.34,289.27,340.641,"","",4599969200
30700,215.24,289.26,340.641,"","",4599969300
30600,215.15,289.25,340.641,"","",4599969400
30500,215.05,289.24,340.641,"","",4599969500
30400,214.96,289.23,340.642,"","",4599969600
30300,214.86,289.22,340.642,"","",4599969700
30200,214.77,289.21,340.642,"","",4599969800
30100,214.67,289.21,340.642,"","",4599969900
30000,214.58,289.2,340.643,"","",4599970000
29900,214.48,289.19,340.643,"","",4599970100
29800,214.38,289.18,340.645,"","",4599970200
29700,214.27,289.18,340.648,"","",4599970300
29600,214.17,289.18,340.65,"","",4599970400
29500,214.06,289.18,340.652,"","",4599970500
29400,213.96,289.17,340.655,"","",4599970600
29300,213.85,289.17,340.657,"","",4599970700
29200,213.75,289.17,340.659,"","",4599970800
29100,213.64,289.17,340.662,"","",4599970900
29000,213.54,289.17,340.664,"","",4599971000
28900,213.44,289.16,340.667,"","",4599971100
28800,213.34,289.17,340.668,"","",4599971200
28700,213.24,289.17,340.67,"","",4599971300
28600,213.14,289.17,340.672,"","",4599971400
28500,213.04,289.18,340.674,"","",4599971500
28400,212.94,289.18,340.676,"","",4599971600
28300,212.84,289.18,340.678,"","",4599971700
28200,212.74,289.19,340.68,"","",4599971800
28100,212.64,289.19,340.682,"","",4599971900
28000,212.55,289.19,340.684,"","",4599972000
27900,212.45,289.2,340.686,"","",4599972100
27800,212.34,289.2,340.685,"","",4599972200
27700,212.24,289.2,340.684,"","",4599972300
27600,212.13,289.21,340.683,"","",4599972400
27500,212.03,289.21,340.682,"","",4599972500
27400,211.92,289.22,340.681,"","",4599972600
27300,211.82,289.22,340.68,"","",4599972700
27200,211.71,289.23,340.679,"","",4599972800
27100,211.61,289.23,340.678,"","",4599972900
27000,211.5,289.24,340.677,"","",4599973000
26900,211.4,289.24,340.677,"","",4599973100
26800,211.31,289.25,340.676,"","",4599973200
26700,211.22,289.26,340.676,"","",4599973300
26600,211.12,289.28,340.676,"","",4599973400
26500,211.03,289.29,340.676,"","",4599973500
26400,210.94,289.3,340.676,"","",4599973600
26300,210.85,289.31,340.676,"","",4599973700
26200,210.76,289.32,340.676,"","",4599973800
26100,210.67,289.33,340.676,"","",4599973900
26000,210.58,289.34,340.676,"","",4599974000
25900,210.49,289.35,340.675,"","",4599974100
25800,210.42,289.37,340.678,"","",4599974200
25700,210.36,289.39,340.681,"","",4599974300
25600,210.29,289.41,340.683,"","",4599974400
25500,210.22,289.42,340.686,"","",4599974500
25400,210.16,289.44,340.688,"","",4599974600
25300,210.09,289.46,340.691,"","",4599974700
25200,210.02,289.47,340.693,"","",4599974800
25100,209.96,289.49,340.696,"","",4599974900
25000,209.89,289.51,340.699,"","",4599975000
24900,209.82,289.53,340.701,"","",4599975100
24800,209.78,289.55,340.703,"","",4599975200
24700,209.74,289.57,340.704,"","",4599975300
24600,209.7,289.59,340.706,"","",4599975400
24500,209.66,289.61,340.708,"","",4599975500
24400,209.62,289.63,340.709,"","",4599975600
24300,209.58,289.65,340.711,"","",4599975700
24200,209.54,289.66,340.712,"","",4599975800
24100,209.5,289.68,340.714,"","",4599975900
24000,209.46,289.7,340.715,"","",4599976000
23900,209.42,289.72,340.717,"","",4599976100
23800,209.42,289.75,340.716,"","",4599976200
23700,209.42,289.77,340.715,"","",4599976300
23600,209.43,289.79,340.714,"","",4599976400
23500,209.43,289.81,340.713,"","",4599976500
23400,209.43,289.83,340.711,"","",4599976600
23300,209.43,289.86,340.71,"","",4599976700
23200,209.43,289.88,340.709,"","",4599976800
23100,209.44,289.9,340.708,"","",4599976900
23000,209.44,289.92,340.707,"","",4599977000
22900,209.44,289.94,340.706,"","",4599977100
22800,209.48,289.97,340.709,"","",4599977200
22700,209.52,290,340.712,"","",4599977300
22600,209.57,290.03,340.715,"","",4599977400
22500,209.61,290.06,340.718,"","",4599977500
22400,209.65,290.09,340.721,"","",4599977600
22300,209.69,290.12,340.724,"","",4599977700
22200,209.74,290.14,340.727,"","",4599977800
22100,209.78,290.17,340.73,"","",4599977900
22000,209.82,290.2,340.733,"","",4599978000
21900,209.86,290.23,340.736,"","",4599978100
21800,209.94,290.26,340.734,"","",4599978200
21700,210.02,290.28,340.733,"","",4599978300
21600,210.11,290.31,340.731,"","",4599978400
21500,210.19,290.33,340.729,"","",4599978500
21400,210.27,290.36,340.727,"","",4599978600
21300,210.35,290.38,340.725,"","",4599978700
21200,210.43,290.41,340.723,"","",4599978800
21100,210.51,290.43,340.721,"","",4599978900
21000,210.59,290.46,340.719,"","",4599979000
20900,210.67,290.48,340.717,"","",4599979100
20800,210.79,290.52,340.72,"","",4599979200
20700,210.92,290.55,340.723,"","",4599979300
20600,211.04,290.58,340.727,"","",4599979400
20500,211.16,290.61,340.73,"","",4599979500
20400,211.29,290.64,340.733,"","",4599979600
20300,211.41,290.67,340.736,"","",4599979700
20200,211.53,290.7,340.739,"","",4599979800
20100,211.66,290.73,340.742,"","",4599979900
20000,211.78,290.76,340.745,"","",4599980000
19900,211.9,290.79,340.748,"","",4599980100
19800,212.05,290.82,340.747,"","",4599980200
19700,212.21,290.85,340.746,"","",4599980300
19600,212.36,290.87,340.745,"","",4599980400
19500,212.51,290.9,340.743,"","",4599980500
19400,212.67,290.93,340.742,"","",4599980600
19300,212.82,290.96,340.741,"","",4599980700
19200,212.98,290.99,340.74,"","",4599980800
19100,213.13,291.01,340.739,"","",4599980900
19000,213.28,291.04,340.737,"","",4599981000
18900,213.44,291.07,340.736,"","",4599981100
18800,213.61,291.1,340.737,"","",4599981200
18700,213.78,291.13,340.739,"","",4599981300
18600,213.96,291.16,340.74,"","",4599981400
18500,214.13,291.18,340.741,"","",4599981500
18400,214.3,291.21,340.742,"","",4599981600
18300,214.48,291.24,340.743,"","",4599981700
18200,214.65,291.27,340.744,"","",4599981800
18100,214.82,291.3,340.745,"","",4599981900
18000,215,291.33,340.747,"","",4599982000
17900,215.17,291.36,340.748,"","",4599982100
17800,215.36,291.39,340.751,"","",4599982200
17700,215.56,291.42,340.754,"","",4599982300
17600,215.75,291.45,340.757,"","",4599982400
17500,215.95,291.48,340.761,"","",4599982500
17400,216.14,291.51,340.764,"","",4599982600
17300,216.33,291.54,340.767,"","",4599982700
17200,216.53,291.57,340.77,"","",4599982800
17100,216.72,291.6,340.774,"","",4599982900
17000,216.91,291.63,340.777,"","",4599983000
16900,217.11,291.66,340.78,"","",4599983100
16800,217.29,291.68,340.777,"","",4599983200
16700,217.48,291.7,340.774,"","",4599983300
16600,217.66,291.73,340.771,"","",4599983400
16500,217.85,291.75,340.768,"","",4599983500
16400,218.04,291.77,340.765,"","",4599983600
16300,218.22,291.8,340.762,"","",4599983700
16200,218.41,291.82,340.759,"","",4599983800
16100,218.59,291.85,340.756,"","",4599983900
16000,218.78,291.87,340.753,"","",4599984000
15900,218.96,291.89,340.75,"","",4599984100
15800,219.14,291.91,340.749,"","",4599984200
15700,219.32,291.94,340.748,"","",4599984300
15600,219.5,291.96,340.747,"","",4599984400
15500,219.67,291.98,340.747,"","",4599984500
15400,219.85,292,340.746,"","",4599984600
15300,220.03,292.02,340.745,"","",4599984700
15200,220.21,292.05,340.744,"","",4599984800
15100,220.38,292.07,340.744,"","",4599984900
15000,220.56,292.09,340.743,"","",4599985000
14900,220.74,292.11,340.742,"","",4599985100
14800,220.89,292.13,340.743,"","",4599985200
14700,221.04,292.15,340.744,"","",4599985300
14600,221.19,292.17,340.744,"","",4599985400
14500,221.34,292.19,340.745,"","",4599985500
14400,221.49,292.22,340.746,"","",4599985600
14300,221.64,292.24,340.746,"","",4599985700
14200,221.79,292.26,340.747,"","",4599985800
14100,221.93,292.28,340.748,"","",4599985900
14000,222.08,292.3,340.749,"","",4599986000
13900,222.23,292.32,340.749,"","",4599986100
13800,222.34,292.34,340.75,"","",4599986200
13700,222.45,292.35,340.75,"","",4599986300
13600,222.55,292.37,340.751,"","",4599986400
13500,222.66,292.39,340.752,"","",4599986500
13400,222.77,292.4,340.752,"","",4599986600
13300,222.87,292.42,340.753,"","",4599986700
13200,222.98,292.44,340.753,"","",4599986800
13100,223.09,292.45,340.754,"","",4599986900
13000,223.2,292.47,340.754,"","",4599987000
12900,223.3,292.49,340.755,"","",4599987100
12800,223.37,292.5,340.755,"","",4599987200
12700,223.44,292.51,340.754,"","",4599987300
12600,223.5,292.52,340.754,"","",4599987400
12500,223.57,292.54,340.754,"","",4599987500
12400,223.64,292.55,340.754,"","",4599987600
12300,223.7,292.56,340.754,"","",4599987700
12200,223.77,292.57,340.753,"","",4599987800
12100,223.84,292.59,340.753,"","",4599987900
12000,223.9,292.6,340.753,"","",4599988000
11900,223.97,292.61,340.753,"","",4599988100
11800,223.98,292.62,340.754,"","",4599988200
11700,223.99,292.63,340.754,"","",4599988300
