The copyright to the intellectual property of this file is held by www.climatedata.info
Title,Estimated monthly sunspot nmubers.,,
Reference,"Hoyt, D. V., and K. H. Schatten, 1997. Group Sunspot Numbers: A New Solar Activity Reconstruction. Solar Physics, (submitted).",,
URL,http://www.ngdc.noaa.gov/stp/SOLAR/ftpsunspotnumber.html,,
Missing,-99,,
Yeay,Month,Date,Sun spot number
1944,10,1944.791667,21.8
1944,11,1944.875,13.8
1944,12,1944.958333,30.5
1945,1,1945.041667,26.3
1945,2,1945.125,15.3
1945,3,1945.208333,21.4
1945,4,1945.291667,30.9
1945,5,1945.375,38.6
1945,6,1945.458333,42.4
1945,7,1945.541667,44.2
1945,8,1945.625,29.5
1945,9,1945.708333,37.5
1945,10,1945.791667,69.7
1945,11,1945.875,59.3
1945,12,1945.958333,32.4
1946,1,1946.041667,51.9
1946,2,1946.125,91.1
1946,3,1946.208333,84.4
1946,4,1946.291667,86.9
1946,5,1946.375,86.2
1946,6,1946.458333,85.1
1946,7,1946.541667,97.7
1946,8,1946.625,102.7
1946,9,1946.708333,102.3
1946,10,1946.791667,119.8
1946,11,1946.875,126.6
1946,12,1946.958333,108.7
1947,1,1947.041667,119
1947,2,1947.125,124.6
1947,3,1947.208333,127.6
1947,4,1947.291667,137.8
1947,5,1947.375,182.4
1947,6,1947.458333,152.7
1947,7,1947.541667,150
1947,8,1947.625,161
1947,9,1947.708333,157.1
1947,10,1947.791667,158.2
1947,11,1947.875,147.1
1947,12,1947.958333,121.3
1948,1,1948.041667,127
1948,2,1948.125,100.3
1948,3,1948.208333,95.5
1948,4,1948.291667,168
1948,5,1948.375,142.6
1948,6,1948.458333,139.1
1948,7,1948.541667,126.6
1948,8,1948.625,150.1
1948,9,1948.708333,125.2
1948,10,1948.791667,125.9
1948,11,1948.875,103.7
1948,12,1948.958333,125.5
1949,1,1949.041667,118.3
1949,2,1949.125,157.7
1949,3,1949.208333,162.4
1949,4,1949.291667,148.9
1949,5,1949.375,115.8
1949,6,1949.458333,116.1
1949,7,1949.541667,118.7
1949,8,1949.625,110
1949,9,1949.708333,127.7
1949,10,1949.791667,118
1949,11,1949.875,135.5
1949,12,1949.958333,122.1
1950,1,1950.041667,97.1
1950,2,1950.125,85.6
1950,3,1950.208333,111.4
1950,4,1950.291667,88.3
1950,5,1950.375,94.3
1950,6,1950.458333,75.8
1950,7,1950.541667,75.5
1950,8,1950.625,78
1950,9,1950.708333,52.7
1950,10,1950.791667,54.8
1950,11,1950.875,50.3
1950,12,1950.958333,47.9
1951,1,1951.041667,46.8
1951,2,1951.125,52.6
1951,3,1951.208333,52.1
1951,4,1951.291667,67.2
1951,5,1951.375,81.4
1951,6,1951.458333,64.3
1951,7,1951.541667,61.7
1951,8,1951.625,52.3
1951,9,1951.708333,74.3
1951,10,1951.791667,48.8
1951,11,1951.875,61.1
1951,12,1951.958333,37.1
1952,1,1952.041667,38.3
1952,2,1952.125,21.2
1952,3,1952.208333,21.9
1952,4,1952.291667,26.9
1952,5,1952.375,23.5
1952,6,1952.458333,41.2
1952,7,1952.541667,34.3
1952,8,1952.625,52.5
1952,9,1952.708333,28.7
1952,10,1952.791667,20.5
1952,11,1952.875,16
1952,12,1952.958333,30.4
1953,1,1953.041667,27.4
1953,2,1953.125,4.7
1953,3,1953.208333,10.5
1953,4,1953.291667,23.6
1953,5,1953.375,12.1
1953,6,1953.458333,19.9
1953,7,1953.541667,6.4
1953,8,1953.625,23.6
1953,9,1953.708333,23.4
1953,10,1953.791667,7.4
1953,11,1953.875,1.8
1953,12,1953.958333,2.3
1954,1,1954.041667,0
1954,2,1954.125,0.5
1954,3,1954.208333,5.8
1954,4,1954.291667,2.7
1954,5,1954.375,0.4
1954,6,1954.458333,0
1954,7,1954.541667,6
1954,8,1954.625,8.7
1954,9,1954.708333,0.7
1954,10,1954.791667,9.5
1954,11,1954.875,10.9
1954,12,1954.958333,7.7
1955,1,1955.041667,24.8
1955,2,1955.125,23.8
1955,3,1955.208333,6.1
1955,4,1955.291667,14.5
1955,5,1955.375,26.6
1955,6,1955.458333,22.6
1955,7,1955.541667,32.9
1955,8,1955.625,37.1
1955,9,1955.708333,53.6
1955,10,1955.791667,62.4
1955,11,1955.875,79.4
1955,12,1955.958333,73
1956,1,1956.041667,68.3
1956,2,1956.125,111
1956,3,1956.208333,120.9
1956,4,1956.291667,121.5
1956,5,1956.375,117.8
1956,6,1956.458333,105
1956,7,1956.541667,116
1956,8,1956.625,154.3
1956,9,1956.708333,164.9
1956,10,1956.791667,133.2
1956,11,1956.875,144.9
1956,12,1956.958333,155.9
1957,1,1957.041667,145.2
1957,2,1957.125,128.5
1957,3,1957.208333,145.4
1957,4,1957.291667,159.6
1957,5,1957.375,139.5
1957,6,1957.458333,157.6
1957,7,1957.541667,168.9
1957,8,1957.625,141.3
1957,9,1957.708333,164.1
1957,10,1957.791667,222.1
1957,11,1957.875,199.8
1957,12,1957.958333,219
1958,1,1958.041667,220
1958,2,1958.125,162.7
1958,3,1958.208333,156.9
1958,4,1958.291667,187.8
1958,5,1958.375,184.8
1958,6,1958.458333,155.8
1958,7,1958.541667,167
1958,8,1958.625,181.6
1958,9,1958.708333,188
1958,10,1958.791667,173.8
1958,11,1958.875,146.7
1958,12,1958.958333,176.5
1959,1,1959.041667,212.6
1959,2,1959.125,144.8
1959,3,1959.208333,174.2
1959,4,1959.291667,160.1
1959,5,1959.375,145.2
1959,6,1959.458333,159.6
1959,7,1959.541667,142
1959,8,1959.625,170.6
1959,9,1959.708333,139.9
1959,10,1959.791667,117.5
1959,11,1959.875,110.6
1959,12,1959.958333,117.2
1960,1,1960.041667,146.4
1960,2,1960.125,100.3
1960,3,1960.208333,99
1960,4,1960.291667,98.9
1960,5,1960.375,109.6
1960,6,1960.458333,105.2
1960,7,1960.541667,105.3
1960,8,1960.625,110
1960,9,1960.708333,129.4
1960,10,1960.791667,76.9
1960,11,1960.875,74.2
1960,12,1960.958333,90.4
1961,1,1961.041667,48.5
1961,2,1961.125,46.4
1961,3,1961.208333,58.8
1961,4,1961.291667,62.6
1961,5,1961.375,45
1961,6,1961.458333,65.5
1961,7,1961.541667,58.9
1961,8,1961.625,51.9
1961,9,1961.708333,43.5
1961,10,1961.791667,39.4
1961,11,1961.875,34.2
1961,12,1961.958333,34.6
1962,1,1962.041667,27.2
1962,2,1962.125,37.3
1962,3,1962.208333,36
1962,4,1962.291667,37.8
1962,5,1962.375,35.5
1962,6,1962.458333,40.2
1962,7,1962.541667,19.4
1962,8,1962.625,16.5
1962,9,1962.708333,42.9
1962,10,1962.791667,36
1962,11,1962.875,24.6
1962,12,1962.958333,23.4
1963,1,1963.041667,22.2
1963,2,1963.125,24.2
1963,3,1963.208333,16.8
1963,4,1963.291667,23.2
1963,5,1963.375,36.5
1963,6,1963.458333,31.9
1963,7,1963.541667,18.8
1963,8,1963.625,29.3
1963,9,1963.708333,28.7
1963,10,1963.791667,27.9
1963,11,1963.875,22.4
1963,12,1963.958333,11.8
1964,1,1964.041667,16.9
1964,2,1964.125,17
1964,3,1964.208333,15.1
1964,4,1964.291667,8.1
1964,5,1964.375,9.1
1964,6,1964.458333,9.2
1964,7,1964.541667,3.7
1964,8,1964.625,9
1964,9,1964.708333,4.9
1964,10,1964.791667,5.6
1964,11,1964.875,5.9
1964,12,1964.958333,18
1965,1,1965.041667,20.3
1965,2,1965.125,20
1965,3,1965.208333,13.4
1965,4,1965.291667,7.9
1965,5,1965.375,20.2
1965,6,1965.458333,13.6
1965,7,1965.541667,9.7
1965,8,1965.625,7.5
1965,9,1965.708333,15.8
1965,10,1965.791667,16.1
1965,11,1965.875,14.6
1965,12,1965.958333,15.8
1966,1,1966.041667,21.7
1966,2,1966.125,24
1966,3,1966.208333,16.3
1966,4,1966.291667,34
1966,5,1966.375,36.8
1966,6,1966.458333,50.1
1966,7,1966.541667,60.3
1966,8,1966.625,54.7
1966,9,1966.708333,39.3
1966,10,1966.791667,58.8
1966,11,1966.875,60
1966,12,1966.958333,69.3
1967,1,1967.041667,104
1967,2,1967.125,100.5
1967,3,1967.208333,102.7
1967,4,1967.291667,81
1967,5,1967.375,90.9
1967,6,1967.458333,72.9
1967,7,1967.541667,91.8
1967,8,1967.625,97.5
1967,9,1967.708333,85
1967,10,1967.791667,94.3
1967,11,1967.875,98.9
1967,12,1967.958333,129.7
1968,1,1968.041667,103.5
1968,2,1968.125,101.9
1968,3,1968.208333,93.5
1968,4,1968.291667,86.5
1968,5,1968.375,132.3
1968,6,1968.458333,107.5
1968,7,1968.541667,87.6
1968,8,1968.625,102.4
1968,9,1968.708333,116.7
1968,10,1968.791667,84
1968,11,1968.875,76.2
1968,12,1968.958333,86.2
1969,1,1969.041667,87.9
1969,2,1969.125,96.9
1969,3,1969.208333,120
1969,4,1969.291667,93.3
1969,5,1969.375,112.3
1969,6,1969.458333,95.6
1969,7,1969.541667,93.9
1969,8,1969.625,80
1969,9,1969.708333,90.3
1969,10,1969.791667,83.6
1969,11,1969.875,83.8
1969,12,1969.958333,113.8
1970,1,1970.041667,112.1
1970,2,1970.125,126.3
1970,3,1970.208333,105.4
1970,4,1970.291667,106
1970,5,1970.375,127.7
1970,6,1970.458333,101.6
1970,7,1970.541667,114.6
1970,8,1970.625,98.8
1970,9,1970.708333,117.8
1970,10,1970.791667,92.3
1970,11,1970.875,104.5
1970,12,1970.958333,94.5
1971,1,1971.041667,88
1971,2,1971.125,84
1971,3,1971.208333,74.4
1971,4,1971.291667,89.1
1971,5,1971.375,61.5
1971,6,1971.458333,60
1971,7,1971.541667,88.8
1971,8,1971.625,66.8
1971,9,1971.708333,52.5
1971,10,1971.791667,53.8
1971,11,1971.875,69.6
1971,12,1971.958333,93.3
1972,1,1972.041667,66.6
1972,2,1972.125,84.1
1972,3,1972.208333,86.2
1972,4,1972.291667,74.1
1972,5,1972.375,62.3
1972,6,1972.458333,86
1972,7,1972.541667,91.3
1972,8,1972.625,79.1
1972,9,1972.708333,77.3
1972,10,1972.791667,67.3
1972,11,1972.875,46.7
1972,12,1972.958333,43
1973,1,1973.041667,42.4
1973,2,1973.125,52.5
1973,3,1973.208333,43.5
1973,4,1973.291667,47.5
1973,5,1973.375,37.7
1973,6,1973.458333,44.4
1973,7,1973.541667,24
1973,8,1973.625,31.5
1973,9,1973.708333,64.4
1973,10,1973.791667,36.5
1973,11,1973.875,23.2
1973,12,1973.958333,23.4
1974,1,1974.041667,33.5
1974,2,1974.125,27.5
1974,3,1974.208333,24.8
1974,4,1974.291667,32.3
1974,5,1974.375,39.3
1974,6,1974.458333,30.2
1974,7,1974.541667,48
1974,8,1974.625,43.1
1974,9,1974.708333,42.9
1974,10,1974.791667,41.7
1974,11,1974.875,25.2
1974,12,1974.958333,20.2
1975,1,1975.041667,22.2
1975,2,1975.125,10.1
1975,3,1975.208333,9.8
1975,4,1975.291667,4.7
1975,5,1975.375,8.3
1975,6,1975.458333,12
1975,7,1975.541667,31.7
1975,8,1975.625,28
1975,9,1975.708333,17.7
1975,10,1975.791667,10.3
1975,11,1975.875,17.7
1975,12,1975.958333,8.1
1976,1,1976.041667,8.6
1976,2,1976.125,4.4
1976,3,1976.208333,17
1976,4,1976.291667,21.1
1976,5,1976.375,15.3
1976,6,1976.458333,13.8
1976,7,1976.541667,2.9
1976,8,1976.625,18.1
1976,9,1976.708333,15.8
1976,10,1976.791667,23.4
1976,11,1976.875,5.5
1976,12,1976.958333,16.3
1977,1,1977.041667,18.4
1977,2,1977.125,23.2
1977,3,1977.208333,12.5
1977,4,1977.291667,13.1
1977,5,1977.375,19.7
1977,6,1977.458333,31.2
1977,7,1977.541667,24.5
1977,8,1977.625,33.5
1977,9,1977.708333,43.8
1977,10,1977.791667,54.8
1977,11,1977.875,38.9
1977,12,1977.958333,48.1
1978,1,1978.041667,60.2
1978,2,1978.125,99.1
1978,3,1978.208333,92.6
1978,4,1978.291667,117.6
1978,5,1978.375,91.5
1978,6,1978.458333,106.6
1978,7,1978.541667,78.8
1978,8,1978.625,67.5
1978,9,1978.708333,129.9
1978,10,1978.791667,150.3
1978,11,1978.875,108.8
1978,12,1978.958333,129
1979,1,1979.041667,179.4
1979,2,1979.125,145.7
1979,3,1979.208333,166
1979,4,1979.291667,96.2
1979,5,1979.375,154.6
1979,6,1979.458333,151.3
1979,7,1979.541667,156.9
1979,8,1979.625,135
1979,9,1979.708333,166.1
1979,10,1979.791667,175.1
1979,11,1979.875,174.1
1979,12,1979.958333,167.5
1980,1,1980.041667,143.5
1980,2,1980.125,126.2
1980,3,1980.208333,128.7
1980,4,1980.291667,115.4
1980,5,1980.375,155.1
1980,6,1980.458333,153.4
1980,7,1980.541667,142.3
1980,8,1980.625,145.4
1980,9,1980.708333,144.7
1980,10,1980.791667,150.1
1980,11,1980.875,123.2
1980,12,1980.958333,165.4
1981,1,1981.041667,126.6
1981,2,1981.125,127
1981,3,1981.208333,142.5
1981,4,1981.291667,149.8
1981,5,1981.375,133.9
1981,6,1981.458333,93.7
1981,7,1981.541667,137.5
1981,8,1981.625,149.6
1981,9,1981.708333,180.7
1981,10,1981.791667,150.2
1981,11,1981.875,139.8
1981,12,1981.958333,160
1982,1,1982.041667,127.1
1982,2,1982.125,157.8
1982,3,1982.208333,153.3
1982,4,1982.291667,138.1
1982,5,1982.375,94.3
1982,6,1982.458333,101.1
1982,7,1982.541667,86.2
1982,8,1982.625,106.5
1982,9,1982.708333,119.6
1982,10,1982.791667,100.9
1982,11,1982.875,103.7
1982,12,1982.958333,108.7
1983,1,1983.041667,100.5
1983,2,1983.125,65.4
1983,3,1983.208333,74.7
1983,4,1983.291667,82.2
1983,5,1983.375,96.2
1983,6,1983.458333,84.8
1983,7,1983.541667,89
1983,8,1983.625,75.8
1983,9,1983.708333,58.5
1983,10,1983.791667,58.1
1983,11,1983.875,36.7
1983,12,1983.958333,37.7
1984,1,1984.041667,54.7
1984,2,1984.125,71.1
1984,3,1984.208333,94.6
1984,4,1984.291667,51.8
1984,5,1984.375,55.9
1984,6,1984.458333,52.5
1984,7,1984.541667,54.6
1984,8,1984.625,27.8
1984,9,1984.708333,16.1
1984,10,1984.791667,9.2
1984,11,1984.875,19.2
1984,12,1984.958333,20.7
1985,1,1985.041667,13.1
1985,2,1985.125,19.2
1985,3,1985.208333,15.8
1985,4,1985.291667,13.2
1985,5,1985.375,27.2
1985,6,1985.458333,29.4
1985,7,1985.541667,29.4
1985,8,1985.625,12.5
1985,9,1985.708333,6
1985,10,1985.791667,12.9
1985,11,1985.875,14.2
1985,12,1985.958333,10.4
1986,1,1986.041667,3.6
1986,2,1986.125,16.5
1986,3,1986.208333,10.8
1986,4,1986.291667,17.1
1986,5,1986.375,14.2
1986,6,1986.458333,0.9
1986,7,1986.541667,16.8
1986,8,1986.625,9.8
1986,9,1986.708333,5.1
1986,10,1986.791667,29.7
1986,11,1986.875,14.5
1986,12,1986.958333,6.4
1987,1,1987.041667,11.4
1987,2,1987.125,6
1987,3,1987.208333,16.7
1987,4,1987.291667,37.5
1987,5,1987.375,28.2
1987,6,1987.458333,17.5
1987,7,1987.541667,29
1987,8,1987.625,36.5
1987,9,1987.708333,33.3
1987,10,1987.791667,47
1987,11,1987.875,40.6
1987,12,1987.958333,27.4
1988,1,1988.041667,57
1988,2,1988.125,45
1988,3,1988.208333,56
1988,4,1988.291667,78.2
1988,5,1988.375,60.5
1988,6,1988.458333,88.2
1988,7,1988.541667,83.7
1988,8,1988.625,99.7
1988,9,1988.708333,125.1
1988,10,1988.791667,112.3
1988,11,1988.875,116
1988,12,1988.958333,149.9
1989,1,1989.041667,122.5
1989,2,1989.125,136.5
1989,3,1989.208333,126
1989,4,1989.291667,124.1
1989,5,1989.375,146.1
1989,6,1989.458333,181.9
1989,7,1989.541667,147.5
1989,8,1989.625,184.6
1989,9,1989.708333,135.4
1989,10,1989.791667,166.9
1989,11,1989.875,143.5
1989,12,1989.958333,156.9
1990,1,1990.041667,166
1990,2,1990.125,136.5
1990,3,1990.208333,136.4
1990,4,1990.291667,142.1
1990,5,1990.375,131.1
1990,6,1990.458333,136.3
1990,7,1990.541667,149.5
1990,8,1990.625,195.9
1990,9,1990.708333,155.1
1990,10,1990.791667,163.3
1990,11,1990.875,131.5
1990,12,1990.958333,138.5
1991,1,1991.041667,131.3
1991,2,1991.125,177.5
1991,3,1991.208333,125.9
1991,4,1991.291667,155.5
1991,5,1991.375,131
1991,6,1991.458333,168.2
1991,7,1991.541667,176.1
1991,8,1991.625,179.2
1991,9,1991.708333,132.1
1991,10,1991.791667,127.2
1991,11,1991.875,123.1
1991,12,1991.958333,127.7
1992,1,1992.041667,137.5
1992,2,1992.125,163.5
1992,3,1992.208333,125.4
1992,4,1992.291667,97.8
1992,5,1992.375,73.4
1992,6,1992.458333,78.5
1992,7,1992.541667,74.9
1992,8,1992.625,61.6
1992,9,1992.708333,71
1992,10,1992.791667,89.2
1992,11,1992.875,94.7
1992,12,1992.958333,86.4
1993,1,1993.041667,69.7
1993,2,1993.125,82
1993,3,1993.208333,67.5
1993,4,1993.291667,59.6
1993,5,1993.375,53.5
1993,6,1993.458333,44.6
1993,7,1993.541667,69
1993,8,1993.625,49.2
1993,9,1993.708333,27
1993,10,1993.791667,47.3
1993,11,1993.875,30.4
1993,12,1993.958333,46.6
1994,1,1994.041667,51.1
1994,2,1994.125,47.4
1994,3,1994.208333,41
1994,4,1994.291667,24.1
1994,5,1994.375,26.7
1994,6,1994.458333,33.7
1994,7,1994.541667,41
1994,8,1994.625,28.2
1994,9,1994.708333,32.1
1994,10,1994.791667,49
1994,11,1994.875,27.5
1994,12,1994.958333,26.5
1995,1,1995.041667,27.7
1995,2,1995.125,39.6
1995,3,1995.208333,35.4
1995,4,1995.291667,11
1995,5,1995.375,15.1
1995,6,1995.458333,18.3
1995,7,1995.541667,17
1995,8,1995.625,18.5
1995,9,1995.708333,12.5
1995,10,1995.791667,13.9
1995,11,1995.875,11.7
1995,12,1995.958333,7.6
