The copyright to the intellectual property of this file is held by www.climatedata.info,,,,,,
Title,Milankovitch radiation for different latitudes and time periods,,,,,
Source:,http://www1.ncdc.noaa.gov/pub/data/paleo/climate_forcing/orbital_variations/berger_insolation/,,,,,
Average of 60 and 70 N,,,,,,
BP,Months  7to 7,Annual 65N,Annual global,BP,BP,Global cos-weighted
-751200,452.17,218.37,291.54,-313,-313000,340.441
-751100,452.38,218.4,291.56,-312,-312000,340.441
-751000,452.6,218.43,291.58,-311,-311000,340.44
-750900,452.82,218.46,291.59,-310,-310000,340.439
-750800,452.94,218.45,291.61,-309,-309000,340.436
-750700,453.06,218.44,291.62,-308,-308000,340.433
-750600,453.18,218.43,291.63,-307,-307000,340.43
-750500,453.3,218.42,291.64,-306,-306000,340.426
-750400,453.43,218.41,291.66,-305,-305000,340.423
-750300,453.55,218.4,291.67,-304,-304000,340.42
-750200,453.67,218.39,291.68,-303,-303000,340.416
-750100,453.79,218.38,291.7,-302,-302000,340.413
-750000,453.91,218.37,291.71,-301,-301000,340.41
-749900,454.03,218.36,291.72,-300,-300000,340.406
-749800,454.06,218.34,291.74,-299,-299000,340.411
-749700,454.08,218.33,291.76,-298,-298000,340.415
-749600,454.1,218.31,291.78,-297,-297000,340.42
-749500,454.13,218.29,291.79,-296,-296000,340.424
-749400,454.15,218.28,291.81,-295,-295000,340.429
-749300,454.18,218.26,291.83,-294,-294000,340.433
-749200,454.2,218.25,291.85,-293,-293000,340.438
-749100,454.23,218.23,291.87,-292,-292000,340.442
-749000,454.25,218.21,291.89,-291,-291000,340.447
-748900,454.27,218.2,291.91,-290,-290000,340.451
-748800,454.18,218.16,291.92,-289,-289000,340.451
-748700,454.08,218.11,291.93,-288,-288000,340.451
-748600,453.98,218.07,291.94,-287,-287000,340.451
-748500,453.89,218.03,291.96,-286,-286000,340.452
-748400,453.79,217.99,291.97,-285,-285000,340.452
-748300,453.69,217.94,291.98,-284,-284000,340.452
-748200,453.6,217.9,291.99,-283,-283000,340.452
-748100,453.5,217.86,292.01,-282,-282000,340.452
-748000,453.4,217.82,292.02,-281,-281000,340.452
-747900,453.3,217.77,292.03,-280,-280000,340.452
-747800,453.16,217.73,292.04,-279,-279000,340.455
-747700,453.01,217.69,292.06,-278,-278000,340.459
-747600,452.87,217.65,292.07,-277,-277000,340.463
-747500,452.72,217.6,292.09,-276,-276000,340.467
-747400,452.58,217.56,292.1,-275,-275000,340.47
-747300,452.43,217.52,292.11,-274,-274000,340.474
-747200,452.29,217.48,292.13,-273,-273000,340.478
-747100,452.14,217.43,292.14,-272,-272000,340.482
-747000,452,217.39,292.16,-271,-271000,340.485
-746900,451.85,217.35,292.17,-270,-270000,340.489
-746800,451.63,217.3,292.18,-269,-269000,340.489
-746700,451.42,217.25,292.19,-268,-268000,340.488
-746600,451.2,217.2,292.19,-267,-267000,340.487
-746500,450.98,217.16,292.2,-266,-266000,340.487
-746400,450.76,217.11,292.21,-265,-265000,340.486
-746300,450.54,217.06,292.22,-264,-264000,340.485
-746200,450.33,217.01,292.22,-263,-263000,340.485
-746100,450.11,216.96,292.23,-262,-262000,340.484
-746000,449.89,216.91,292.24,-261,-261000,340.483
-745900,449.67,216.87,292.25,-260,-260000,340.483
-745800,449.45,216.83,292.25,-259,-259000,340.484
-745700,449.24,216.8,292.26,-258,-258000,340.485
-745600,449.02,216.76,292.26,-257,-257000,340.485
-745500,448.8,216.73,292.27,-256,-256000,340.486
-745400,448.58,216.69,292.27,-255,-255000,340.487
-745300,448.36,216.66,292.28,-254,-254000,340.488
-745200,448.15,216.63,292.28,-253,-253000,340.489
-745100,447.93,216.59,292.29,-252,-252000,340.49
-745000,447.71,216.56,292.3,-251,-251000,340.491
-744900,447.49,216.52,292.3,-250,-250000,340.492
-744800,447.32,216.52,292.3,-249,-249000,340.492
-744700,447.15,216.51,292.31,-248,-248000,340.491
-744600,446.98,216.5,292.31,-247,-247000,340.491
-744500,446.82,216.5,292.31,-246,-246000,340.49
-744400,446.65,216.49,292.32,-245,-245000,340.49
-744300,446.48,216.49,292.32,-244,-244000,340.49
-744200,446.31,216.48,292.32,-243,-243000,340.489
-744100,446.14,216.47,292.33,-242,-242000,340.489
-744000,445.97,216.47,292.33,-241,-241000,340.489
-743900,445.8,216.46,292.33,-240,-240000,340.488
-743800,445.68,216.48,292.34,-239,-239000,340.493
-743700,445.56,216.49,292.34,-238,-238000,340.497
-743600,445.43,216.51,292.34,-237,-237000,340.501
-743500,445.31,216.53,292.34,-236,-236000,340.506
-743400,445.19,216.54,292.35,-235,-235000,340.51
-743300,445.07,216.56,292.35,-234,-234000,340.514
-743200,444.95,216.57,292.35,-233,-233000,340.518
-743100,444.83,216.59,292.35,-232,-232000,340.523
-743000,444.71,216.61,292.36,-231,-231000,340.527
-742900,444.59,216.62,292.36,-230,-230000,340.531
-742800,444.59,216.67,292.36,-229,-229000,340.535
-742700,444.59,216.71,292.36,-228,-228000,340.538
-742600,444.59,216.76,292.36,-227,-227000,340.541
-742500,444.59,216.8,292.36,-226,-226000,340.544
-742400,444.59,216.85,292.36,-225,-225000,340.548
-742300,444.59,216.89,292.36,-224,-224000,340.551
-742200,444.59,216.93,292.36,-223,-223000,340.554
-742100,444.59,216.98,292.36,-222,-222000,340.558
-742000,444.59,217.02,292.36,-221,-221000,340.561
-741900,444.59,217.07,292.36,-220,-220000,340.564
-741800,444.66,217.13,292.35,-219,-219000,340.563
-741700,444.73,217.2,292.34,-218,-218000,340.562
-741600,444.81,217.27,292.34,-217,-217000,340.562
-741500,444.88,217.33,292.33,-216,-216000,340.561
-741400,444.95,217.4,292.32,-215,-215000,340.56
-741300,445.02,217.47,292.32,-214,-214000,340.559
-741200,445.1,217.53,292.31,-213,-213000,340.558
-741100,445.17,217.6,292.3,-212,-212000,340.557
-741000,445.24,217.67,292.3,-211,-211000,340.557
-740900,445.31,217.73,292.29,-210,-210000,340.556
-740800,445.51,217.82,292.29,-209,-209000,340.558
-740700,445.7,217.91,292.28,-208,-208000,340.559
-740600,445.9,218,292.27,-207,-207000,340.561
-740500,446.09,218.09,292.27,-206,-206000,340.563
-740400,446.28,218.18,292.26,-205,-205000,340.565
-740300,446.48,218.27,292.25,-204,-204000,340.566
-740200,446.67,218.35,292.25,-203,-203000,340.568
-740100,446.86,218.44,292.24,-202,-202000,340.57
-740000,447.06,218.53,292.23,-201,-201000,340.571
-739900,447.25,218.62,292.23,-200,-200000,340.573
-739800,447.52,218.72,292.22,-199,-199000,340.578
-739700,447.78,218.81,292.21,-198,-198000,340.582
-739600,448.05,218.91,292.2,-197,-197000,340.586
-739500,448.32,219.01,292.19,-196,-196000,340.59
-739400,448.58,219.11,292.18,-195,-195000,340.595
-739300,448.85,219.2,292.17,-194,-194000,340.599
-739200,449.12,219.3,292.17,-193,-193000,340.603
-739100,449.38,219.4,292.16,-192,-192000,340.608
-739000,449.65,219.49,292.15,-191,-191000,340.612
-738900,449.91,219.59,292.14,-190,-190000,340.616
-738800,450.23,219.68,292.13,-189,-189000,340.62
-738700,450.54,219.77,292.12,-188,-188000,340.623
-738600,450.86,219.86,292.11,-187,-187000,340.626
-738500,451.17,219.94,292.09,-186,-186000,340.63
-738400,451.49,220.03,292.08,-185,-185000,340.633
-738300,451.8,220.12,292.07,-184,-184000,340.637
-738200,452.12,220.21,292.06,-183,-183000,340.64
-738100,452.43,220.3,292.05,-182,-182000,340.644
-738000,452.75,220.39,292.04,-181,-181000,340.647
-737900,453.06,220.48,292.03,-180,-180000,340.65
-737800,453.4,220.55,292.01,-179,-179000,340.654
-737700,453.74,220.62,292,-178,-178000,340.657
-737600,454.08,220.7,291.98,-177,-177000,340.66
-737500,454.42,220.77,291.97,-176,-176000,340.663
-737400,454.76,220.84,291.96,-175,-175000,340.666
-737300,455.1,220.91,291.94,-174,-174000,340.669
-737200,455.44,220.99,291.93,-173,-173000,340.672
-737100,455.77,221.06,291.91,-172,-172000,340.675
-737000,456.11,221.13,291.9,-171,-171000,340.678
-736900,456.45,221.2,291.88,-170,-170000,340.681
-736800,456.79,221.25,291.87,-169,-169000,340.683
-736700,457.13,221.29,291.85,-168,-168000,340.685
-736600,457.47,221.34,291.84,-167,-167000,340.687
-736500,457.81,221.38,291.82,-166,-166000,340.689
-736400,458.15,221.43,291.8,-165,-165000,340.691
-736300,458.49,221.47,291.79,-164,-164000,340.693
-736200,458.83,221.51,291.77,-163,-163000,340.695
-736100,459.16,221.56,291.76,-162,-162000,340.697
-736000,459.5,221.6,291.74,-161,-161000,340.699
-735900,459.84,221.65,291.72,-160,-160000,340.7
-735800,460.06,221.65,291.71,-159,-159000,340.705
-735700,460.28,221.65,291.69,-158,-158000,340.709
-735600,460.5,221.65,291.68,-157,-157000,340.714
-735500,460.71,221.66,291.66,-156,-156000,340.718
-735400,460.93,221.66,291.64,-155,-155000,340.722
-735300,461.15,221.66,291.63,-154,-154000,340.727
-735200,461.37,221.66,291.61,-153,-153000,340.731
-735100,461.59,221.66,291.59,-152,-152000,340.736
-735000,461.8,221.67,291.58,-151,-151000,340.74
-734900,462.02,221.67,291.56,-150,-150000,340.744
-734800,462.09,221.62,291.54,-149,-149000,340.748
-734700,462.17,221.57,291.52,-148,-148000,340.751
-734600,462.24,221.52,291.5,-147,-147000,340.755
-734500,462.31,221.47,291.49,-146,-146000,340.758
-734400,462.39,221.42,291.47,-145,-145000,340.761
-734300,462.46,221.37,291.45,-144,-144000,340.765
-734200,462.53,221.32,291.43,-143,-143000,340.768
-734100,462.6,221.26,291.41,-142,-142000,340.772
-734000,462.68,221.21,291.39,-141,-141000,340.775
-733900,462.75,221.16,291.37,-140,-140000,340.779
-733800,462.68,221.06,291.36,-139,-139000,340.782
-733700,462.6,220.96,291.34,-138,-138000,340.786
-733600,462.53,220.85,291.32,-137,-137000,340.79
-733500,462.46,220.75,291.3,-136,-136000,340.793
-733400,462.39,220.65,291.28,-135,-135000,340.797
-733300,462.31,220.55,291.26,-134,-134000,340.801
-733200,462.24,220.44,291.25,-133,-133000,340.804
-733100,462.17,220.34,291.23,-132,-132000,340.808
-733000,462.09,220.24,291.21,-131,-131000,340.812
-732900,462.02,220.13,291.19,-130,-130000,340.816
-732800,461.73,219.99,291.17,-129,-129000,340.818
-732700,461.44,219.84,291.15,-128,-128000,340.82
-732600,461.15,219.69,291.13,-127,-127000,340.823
-732500,460.86,219.55,291.11,-126,-126000,340.825
-732400,460.57,219.4,291.09,-125,-125000,340.827
-732300,460.28,219.25,291.07,-124,-124000,340.83
-732200,459.99,219.1,291.05,-123,-123000,340.832
-732100,459.7,218.96,291.03,-122,-122000,340.834
-732000,459.41,218.81,291.01,-121,-121000,340.837
-731900,459.12,218.66,290.99,-120,-120000,340.839
-731800,458.66,218.47,290.97,-119,-119000,340.841
-731700,458.2,218.29,290.95,-118,-118000,340.843
-731600,457.74,218.1,290.93,-117,-117000,340.845
-731500,457.28,217.91,290.91,-116,-116000,340.847
-731400,456.82,217.72,290.89,-115,-115000,340.849
-731300,456.36,217.54,290.87,-114,-114000,340.852
-731200,455.9,217.35,290.85,-113,-113000,340.854
-731100,455.44,217.16,290.84,-112,-112000,340.856
-731000,454.98,216.97,290.82,-111,-111000,340.858
-730900,454.52,216.78,290.8,-110,-110000,340.86
-730800,453.89,216.57,290.78,-109,-109000,340.865
-730700,453.26,216.37,290.76,-108,-108000,340.87
-730600,452.63,216.16,290.75,-107,-107000,340.876
-730500,452,215.95,290.73,-106,-106000,340.881
-730400,451.37,215.74,290.71,-105,-105000,340.886
-730300,450.74,215.53,290.7,-104,-104000,340.892
-730200,450.11,215.32,290.68,-103,-103000,340.897
-730100,449.48,215.11,290.66,-102,-102000,340.902
-730000,448.85,214.9,290.65,-101,-101000,340.907
-729900,448.22,214.69,290.63,-100,-100000,340.913
-729800,447.44,214.47,290.62,-99,-99000,340.919
-729700,446.67,214.25,290.61,-98,-98000,340.926
-729600,445.9,214.03,290.59,-97,-97000,340.933
-729500,445.12,213.81,290.58,-96,-96000,340.94
-729400,444.35,213.6,290.57,-95,-95000,340.947
-729300,443.57,213.38,290.56,-94,-94000,340.954
-729200,442.8,213.16,290.54,-93,-93000,340.961
-729100,442.02,212.94,290.53,-92,-92000,340.967
-729000,441.25,212.72,290.52,-91,-91000,340.974
-728900,440.47,212.51,290.51,-90,-90000,340.981
-728800,439.65,212.31,290.49,-89,-89000,340.984
-728700,438.82,212.1,290.48,-88,-88000,340.988
-728600,438,211.9,290.46,-87,-87000,340.991
-728500,437.18,211.7,290.45,-86,-86000,340.994
-728400,436.35,211.5,290.44,-85,-85000,340.998
-728300,435.53,211.3,290.42,-84,-84000,341.001
-728200,434.71,211.09,290.41,-83,-83000,341.004
-728100,433.88,210.89,290.39,-82,-82000,341.007
-728000,433.06,210.69,290.38,-81,-81000,341.011
-727900,432.24,210.49,290.37,-80,-80000,341.014
-727800,431.41,210.31,290.35,-79,-79000,341.017
-727700,430.59,210.13,290.34,-78,-78000,341.02
-727600,429.77,209.94,290.33,-77,-77000,341.023
-727500,428.94,209.76,290.32,-76,-76000,341.026
-727400,428.12,209.58,290.31,-75,-75000,341.028
-727300,427.3,209.4,290.3,-74,-74000,341.031
-727200,426.47,209.22,290.29,-73,-73000,341.034
-727100,425.65,209.04,290.27,-72,-72000,341.037
-727000,424.83,208.85,290.26,-71,-71000,341.04
-726900,424,208.67,290.25,-70,-70000,341.043
-726800,423.28,208.55,290.24,-69,-69000,341.047
-726700,422.55,208.43,290.24,-68,-68000,341.052
-726600,421.83,208.31,290.23,-67,-67000,341.056
-726500,421.1,208.19,290.22,-66,-66000,341.06
-726400,420.37,208.07,290.21,-65,-65000,341.065
-726300,419.65,207.95,290.21,-64,-64000,341.069
-726200,418.92,207.83,290.2,-63,-63000,341.074
-726100,418.19,207.7,290.19,-62,-62000,341.078
-726000,417.47,207.58,290.18,-61,-61000,341.082
-725900,416.74,207.46,290.18,-60,-60000,341.087
-725800,416.16,207.4,290.17,-59,-59000,341.092
-725700,415.58,207.33,290.17,-58,-58000,341.098
-725600,415,207.27,290.17,-57,-57000,341.104
-725500,414.42,207.2,290.16,-56,-56000,341.11
-725400,413.83,207.14,290.16,-55,-55000,341.116
-725300,413.25,207.07,290.15,-54,-54000,341.121
-725200,412.67,207.01,290.15,-53,-53000,341.127
-725100,412.09,206.95,290.15,-52,-52000,341.133
-725000,411.51,206.88,290.14,-51,-51000,341.139
-724900,410.93,206.82,290.14,-50,-50000,341.145
-724800,410.54,206.82,290.14,-49,-49000,341.149
-724700,410.15,206.83,290.14,-48,-48000,341.154
-724600,409.77,206.84,290.14,-47,-47000,341.159
-724500,409.38,206.85,290.14,-46,-46000,341.164
-724400,408.99,206.86,290.14,-45,-45000,341.169
-724300,408.6,206.86,290.13,-44,-44000,341.174
-724200,408.22,206.87,290.13,-43,-43000,341.178
-724100,407.83,206.88,290.13,-42,-42000,341.183
-724000,407.44,206.89,290.13,-41,-41000,341.188
-723900,407.05,206.9,290.13,-40,-40000,341.193
-723800,406.93,206.98,290.13,-39,-39000,341.198
-723700,406.81,207.06,290.13,-38,-38000,341.203
-723600,406.69,207.15,290.14,-37,-37000,341.207
-723500,406.57,207.23,290.14,-36,-36000,341.212
-723400,406.45,207.31,290.14,-35,-35000,341.217
-723300,406.33,207.39,290.15,-34,-34000,341.222
-723200,406.21,207.48,290.15,-33,-33000,341.226
-723100,406.09,207.56,290.15,-32,-32000,341.231
-723000,405.96,207.64,290.15,-31,-31000,341.236
-722900,405.84,207.72,290.16,-30,-30000,341.241
-722800,406.01,207.88,290.16,-29,-29000,341.244
-722700,406.18,208.03,290.16,-28,-28000,341.247
-722600,406.35,208.18,290.17,-27,-27000,341.25
-722500,406.52,208.34,290.17,-26,-26000,341.253
-722400,406.69,208.49,290.18,-25,-25000,341.256
-722300,406.86,208.64,290.18,-24,-24000,341.259
-722200,407.03,208.8,290.18,-23,-23000,341.262
-722100,407.2,208.95,290.19,-22,-22000,341.265
-722000,407.37,209.1,290.19,-21,-21000,341.268
-721900,407.54,209.26,290.2,-20,-20000,341.271
-721800,407.97,209.47,290.21,-19,-19000,341.277
-721700,408.41,209.69,290.22,-18,-18000,341.283
-721600,408.85,209.91,290.22,-17,-17000,341.289
-721500,409.28,210.12,290.23,-16,-16000,341.295
-721400,409.72,210.34,290.24,-15,-15000,341.301
-721300,410.15,210.55,290.25,-14,-14000,341.307
-721200,410.59,210.77,290.26,-13,-13000,341.313
-721100,411.03,210.99,290.27,-12,-12000,341.319
-721000,411.46,211.2,290.28,-11,-11000,341.325
-720900,411.9,211.42,290.29,-10,-10000,341.331
-720800,412.58,211.66,290.3,-9,-9000,341.335
-720700,413.25,211.9,290.31,-8,-8000,341.339
-720600,413.93,212.14,290.33,-7,-7000,341.343
-720500,414.61,212.39,290.34,-6,-6000,341.347
-720400,415.29,212.63,290.35,-5,-5000,341.351
-720300,415.97,212.87,290.36,-4,-4000,341.355
-720200,416.64,213.11,290.37,-3,-3000,341.359
-720100,417.32,213.35,290.38,-2,-2000,341.363
-720000,418,213.6,290.39,-1,-1000,341.367
-719900,418.68,213.84,290.4,0,0,341.371
-719800,419.55,214.11,290.42,,,341.375
-719700,420.42,214.38,290.43,,,341.38
-719600,421.29,214.65,290.45,,,341.385
-719500,422.16,214.92,290.46,,,341.389
-719400,423.04,215.19,290.48,,,341.394
-719300,423.91,215.46,290.49,,,341.399
-719200,424.78,215.73,290.51,,,341.403
-719100,425.65,216,290.53,,,341.408
-719000,426.52,216.27,290.54,,,341.412
-718900,427.39,216.54,290.56,,,341.417
-718800,428.41,216.81,290.58,,,341.424
-718700,429.43,217.07,290.6,,,341.431
-718600,430.45,217.34,290.62,,,341.439
-718500,431.46,217.6,290.64,,,341.446
-718400,432.48,217.86,290.66,,,341.453
-718300,433.5,218.13,290.68,,,341.46
-718200,434.51,218.39,290.7,,,341.467
-718100,435.53,218.66,290.72,,,341.475
-718000,436.55,218.92,290.74,,,341.482
-717900,437.57,219.19,290.76,,,341.489
-717800,438.63,219.42,290.78,,,341.493
-717700,439.7,219.66,290.8,,,341.498
-717600,440.76,219.9,290.82,,,341.502
-717500,441.83,220.14,290.84,,,341.506
-717400,442.89,220.38,290.86,,,341.51
-717300,443.96,220.61,290.88,,,341.515
-717200,445.02,220.85,290.9,,,341.519
-717100,446.09,221.09,290.91,,,341.523
-717000,447.15,221.33,290.93,,,341.528
-716900,448.22,221.57,290.95,,,341.532
-716800,449.24,221.75,290.97,,,341.533
-716700,450.25,221.93,290.99,,,341.534
-716600,451.27,222.12,291.01,,,341.535
-716500,452.29,222.3,291.03,,,341.537
-716400,453.3,222.49,291.05,,,341.538
-716300,454.32,222.67,291.07,,,341.539
-716200,455.34,222.85,291.09,,,341.54
-716100,456.36,223.04,291.11,,,341.541
-716000,457.37,223.22,291.13,,,341.542
-715900,458.39,223.4,291.15,,,341.544
-715800,459.29,223.52,291.17,,,341.55
-715700,460.18,223.64,291.2,,,341.555
-715600,461.08,223.76,291.22,,,341.561
-715500,461.97,223.88,291.25,,,341.567
-715400,462.87,224,291.27,,,341.573
-715300,463.77,224.12,291.29,,,341.579
-715200,464.66,224.24,291.32,,,341.585
-715100,465.56,224.36,291.34,,,341.59
-715000,466.45,224.48,291.37,,,341.596
-714900,467.35,224.59,291.39,,,341.602
-714800,468.05,224.64,291.41,,,341.606
-714700,468.75,224.68,291.44,,,341.611
-714600,469.46,224.73,291.46,,,341.615
-714500,470.16,224.77,291.48,,,341.619
-714400,470.86,224.82,291.51,,,341.624
-714300,471.56,224.86,291.53,,,341.628
-714200,472.27,224.9,291.55,,,341.633
-714100,472.97,224.95,291.57,,,341.637
-714000,473.67,224.99,291.6,,,341.641
-713900,474.37,225.04,291.62,,,341.646
-713800,474.74,225,291.64,,,341.65
-713700,475.1,224.95,291.67,,,341.654
-713600,475.46,224.91,291.69,,,341.658
-713500,475.82,224.87,291.72,,,341.663
-713400,476.19,224.83,291.74,,,341.667
-713300,476.55,224.78,291.76,,,341.671
-713200,476.91,224.74,291.79,,,341.676
-713100,477.28,224.7,291.81,,,341.68
-713000,477.64,224.66,291.84,,,341.684
-712900,478,224.61,291.86,,,341.688
-712800,478.1,224.5,291.88,,,341.694
-712700,478.2,224.38,291.91,,,341.699
-712600,478.29,224.26,291.93,,,341.705
-712500,478.39,224.15,291.96,,,341.71
-712400,478.49,224.03,291.98,,,341.716
-712300,478.59,223.91,292,,,341.721
-712200,478.68,223.8,292.03,,,341.727
-712100,478.78,223.68,292.05,,,341.732
-712000,478.88,223.56,292.08,,,341.738
-711900,478.97,223.44,292.1,,,341.743
-711800,478.73,223.26,292.12,,,341.746
-711700,478.49,223.08,292.14,,,341.749
-711600,478.25,222.9,292.16,,,341.751
-711500,478,222.72,292.19,,,341.754
-711400,477.76,222.54,292.21,,,341.756
-711300,477.52,222.35,292.23,,,341.759
-711200,477.28,222.17,292.25,,,341.762
-711100,477.04,221.99,292.27,,,341.764
-711000,476.79,221.81,292.29,,,341.767
-710900,476.55,221.63,292.31,,,341.77
-710800,476.02,221.4,292.33,,,341.773
-710700,475.49,221.16,292.35,,,341.777
-710600,474.95,220.93,292.37,,,341.78
-710500,474.42,220.7,292.39,,,341.784
-710400,473.89,220.47,292.42,,,341.788
-710300,473.35,220.24,292.44,,,341.791
-710200,472.82,220,292.46,,,341.795
-710100,472.29,219.77,292.48,,,341.799
-710000,471.76,219.54,292.5,,,341.802
-709900,471.22,219.31,292.52,,,341.806
-709800,470.45,219.04,292.54,,,341.811
-709700,469.67,218.78,292.56,,,341.816
-709600,468.9,218.52,292.58,,,341.82
-709500,468.12,218.26,292.6,,,341.825
-709400,467.35,218,292.62,,,341.83
-709300,466.57,217.73,292.64,,,341.835
-709200,465.8,217.47,292.66,,,341.84
-709100,465.02,217.21,292.68,,,341.845
-709000,464.25,216.95,292.7,,,341.85
-708900,463.48,216.68,292.72,,,341.854
-708800,462.53,216.43,292.74,,,341.859
-708700,461.59,216.17,292.75,,,341.863
-708600,460.64,215.92,292.77,,,341.867
-708500,459.7,215.66,292.79,,,341.871
-708400,458.75,215.4,292.81,,,341.875
-708300,457.81,215.15,292.83,,,341.88
-708200,456.86,214.89,292.84,,,341.884
-708100,455.92,214.63,292.86,,,341.888
-708000,454.98,214.38,292.88,,,341.892
-707900,454.03,214.12,292.9,,,341.896
-707800,453.06,213.89,292.91,,,341.9
-707700,452.09,213.66,292.93,,,341.903
-707600,451.13,213.43,292.94,,,341.906
-707500,450.16,213.19,292.96,,,341.909
-707400,449.19,212.96,292.98,,,341.912
-707300,448.22,212.73,292.99,,,341.915
-707200,447.25,212.5,293.01,,,341.918
-707100,446.28,212.26,293.02,,,341.921
-707000,445.31,212.03,293.04,,,341.924
-706900,444.35,211.8,293.05,,,341.928
-706800,443.38,211.61,293.07,,,341.929
-706700,442.41,211.43,293.08,,,341.931
-706600,441.44,211.24,293.09,,,341.932
-706500,440.47,211.05,293.1,,,341.934
-706400,439.5,210.86,293.12,,,341.936
-706300,438.53,210.67,293.13,,,341.937
-706200,437.57,210.49,293.14,,,341.939
