yearsBP,annual65N,annualGlobal,globalCosWeighted,Title,Source
554000,217.68,289.84,340.912,,
553900,217.59,289.85,340.907,,
553800,217.49,289.86,340.902,,
553700,217.38,289.87,340.896,,
553600,217.28,289.88,340.891,,
553500,217.17,289.89,340.886,,
553400,217.07,289.91,340.881,,
553300,216.96,289.92,340.875,,
553200,216.86,289.93,340.87,,
553100,216.75,289.94,340.865,,
553000,216.65,289.95,340.86,,
552900,216.54,289.96,340.854,,
552800,216.43,289.97,340.851,,
552700,216.32,289.99,340.847,,
552600,216.21,290,340.843,,
552500,216.1,290.02,340.839,,
552400,215.99,290.03,340.835,,
552300,215.88,290.05,340.832,,
552200,215.77,290.06,340.828,,
552100,215.65,290.07,340.824,,
552000,215.54,290.09,340.82,,
551900,215.43,290.1,340.817,,
551800,215.34,290.12,340.814,,
551700,215.25,290.14,340.812,,
551600,215.15,290.16,340.81,,
551500,215.06,290.18,340.808,,
551400,214.97,290.2,340.805,,
551300,214.88,290.22,340.803,,
551200,214.78,290.24,340.801,,
551100,214.69,290.26,340.799,,
551000,214.6,290.27,340.796,,
550900,214.5,290.29,340.794,,
550800,214.41,290.31,340.787,,
550700,214.32,290.33,340.779,,
550600,214.23,290.34,340.772,,
550500,214.14,290.36,340.764,,
550400,214.05,290.38,340.757,,
550300,213.96,290.4,340.749,,
550200,213.87,290.41,340.742,,
550100,213.78,290.43,340.734,,
550000,213.69,290.45,340.727,,
549900,213.6,290.47,340.72,,
549800,213.54,290.49,340.722,,
549700,213.48,290.52,340.724,,
549600,213.43,290.54,340.726,,
549500,213.37,290.57,340.728,,
549400,213.31,290.59,340.73,,
549300,213.26,290.62,340.732,,
549200,213.2,290.64,340.735,,
549100,213.14,290.67,340.737,,
549000,213.09,290.69,340.739,,
548900,213.03,290.72,340.741,,
548800,213.01,290.74,340.737,,
548700,212.98,290.76,340.732,,
548600,212.95,290.78,340.728,,
548500,212.93,290.81,340.723,,
548400,212.9,290.83,340.719,,
548300,212.87,290.85,340.715,,
548200,212.85,290.88,340.71,,
548100,212.82,290.9,340.706,,
548000,212.8,290.92,340.701,,
547900,212.77,290.94,340.697,,
547800,212.77,290.97,340.696,,
547700,212.76,290.99,340.695,,
547600,212.76,291.01,340.694,,
547500,212.75,291.04,340.693,,
547400,212.75,291.06,340.692,,
547300,212.74,291.09,340.691,,
547200,212.74,291.11,340.69,,
547100,212.74,291.13,340.689,,
547000,212.73,291.16,340.687,,
546900,212.73,291.18,340.686,,
546800,212.76,291.2,340.682,,
546700,212.79,291.23,340.678,,
546600,212.81,291.25,340.674,,
546500,212.84,291.27,340.67,,
546400,212.87,291.3,340.666,,
546300,212.9,291.32,340.662,,
546200,212.93,291.34,340.658,,
546100,212.95,291.37,340.653,,
546000,212.98,291.39,340.649,,
545900,213.01,291.41,340.645,,
545800,213.06,291.44,340.645,,
545700,213.1,291.46,340.644,,
545600,213.15,291.48,340.644,,
545500,213.2,291.51,340.643,,
545400,213.24,291.53,340.643,,
545300,213.29,291.56,340.642,,
545200,213.34,291.58,340.642,,
545100,213.38,291.6,340.641,,
545000,213.43,291.63,340.64,,
544900,213.48,291.65,340.64,,
544800,213.54,291.67,340.636,,
544700,213.6,291.69,340.633,,
544600,213.66,291.71,340.629,,
544500,213.72,291.73,340.625,,
544400,213.78,291.75,340.621,,
544300,213.84,291.77,340.618,,
544200,213.9,291.79,340.614,,
544100,213.96,291.81,340.61,,
544000,214.02,291.83,340.607,,
543900,214.08,291.85,340.603,,
543800,214.16,291.87,340.599,,
543700,214.24,291.89,340.596,,
543600,214.32,291.9,340.592,,
543500,214.4,291.92,340.589,,
543400,214.47,291.94,340.586,,
543300,214.55,291.96,340.582,,
543200,214.63,291.97,340.579,,
543100,214.71,291.99,340.575,,
543000,214.79,292.01,340.572,,
542900,214.87,292.03,340.568,,
542800,214.94,292.04,340.568,,
542700,215.02,292.06,340.568,,
542600,215.1,292.08,340.568,,
542500,215.17,292.1,340.568,,
542400,215.25,292.12,340.568,,
542300,215.33,292.13,340.568,,
542200,215.4,292.15,340.568,,
542100,215.48,292.17,340.568,,
542000,215.56,292.19,340.568,,
541900,215.63,292.21,340.568,,
541800,215.72,292.22,340.568,,
541700,215.8,292.24,340.567,,
541600,215.88,292.25,340.567,,
541500,215.96,292.27,340.566,,
541400,216.04,292.28,340.565,,
541300,216.12,292.3,340.565,,
541200,216.2,292.31,340.564,,
541100,216.28,292.33,340.564,,
541000,216.36,292.34,340.563,,
540900,216.44,292.36,340.562,,
540800,216.52,292.37,340.56,,
540700,216.6,292.38,340.558,,
540600,216.67,292.39,340.556,,
540500,216.75,292.4,340.554,,
540400,216.83,292.41,340.551,,
540300,216.9,292.42,340.549,,
540200,216.98,292.43,340.547,,
540100,217.06,292.44,340.545,,
540000,217.13,292.45,340.542,,
539900,217.21,292.46,340.54,,
539800,217.28,292.47,340.542,,
539700,217.35,292.48,340.543,,
539600,217.43,292.49,340.544,,
539500,217.5,292.5,340.546,,
539400,217.57,292.51,340.547,,
539300,217.64,292.52,340.548,,
539200,217.72,292.53,340.55,,
539100,217.79,292.54,340.551,,
539000,217.86,292.55,340.552,,
538900,217.94,292.56,340.554,,
538800,218,292.56,340.551,,
538700,218.06,292.57,340.549,,
538600,218.12,292.57,340.547,,
538500,218.18,292.57,340.545,,
538400,218.24,292.57,340.542,,
538300,218.3,292.58,340.54,,
538200,218.36,292.58,340.538,,
538100,218.42,292.58,340.536,,
538000,218.48,292.58,340.534,,
537900,218.54,292.59,340.531,,
537800,218.59,292.59,340.533,,
537700,218.65,292.59,340.534,,
537600,218.7,292.59,340.536,,
537500,218.75,292.59,340.537,,
537400,218.8,292.6,340.539,,
537300,218.86,292.6,340.54,,
537200,218.91,292.6,340.542,,
537100,218.96,292.6,340.543,,
537000,219.01,292.6,340.545,,
536900,219.07,292.6,340.546,,
536800,219.11,292.6,340.549,,
536700,219.16,292.6,340.552,,
536600,219.21,292.6,340.554,,
536500,219.26,292.6,340.557,,
536400,219.31,292.6,340.56,,
536300,219.36,292.6,340.562,,
536200,219.4,292.6,340.565,,
536100,219.45,292.6,340.568,,
536000,219.5,292.6,340.571,,
535900,219.55,292.6,340.573,,
535800,219.59,292.59,340.571,,
535700,219.62,292.58,340.569,,
535600,219.66,292.57,340.568,,
535500,219.69,292.57,340.566,,
535400,219.73,292.56,340.564,,
535300,219.77,292.55,340.562,,
535200,219.8,292.55,340.56,,
535100,219.84,292.54,340.558,,
535000,219.88,292.53,340.556,,
534900,219.91,292.52,340.554,,
534800,219.95,292.51,340.554,,
534700,219.99,292.5,340.554,,
534600,220.03,292.49,340.554,,
534500,220.07,292.48,340.554,,
534400,220.1,292.47,340.554,,
534300,220.14,292.46,340.554,,
534200,220.18,292.45,340.554,,
534100,220.22,292.44,340.554,,
534000,220.26,292.43,340.553,,
533900,220.3,292.42,340.553,,
533800,220.32,292.41,340.553,,
533700,220.34,292.39,340.552,,
533600,220.37,292.38,340.552,,
533500,220.39,292.37,340.552,,
533400,220.42,292.35,340.551,,
533300,220.44,292.34,340.551,,
533200,220.47,292.33,340.55,,
533100,220.49,292.31,340.55,,
533000,220.51,292.3,340.549,,
532900,220.54,292.29,340.549,,
532800,220.56,292.27,340.55,,
532700,220.59,292.26,340.552,,
532600,220.62,292.24,340.553,,
532500,220.64,292.23,340.555,,
532400,220.67,292.21,340.556,,
532300,220.7,292.2,340.558,,
532200,220.72,292.19,340.559,,
532100,220.75,292.17,340.56,,
532000,220.77,292.16,340.562,,
531900,220.8,292.14,340.563,,
531800,220.81,292.12,340.565,,
531700,220.82,292.11,340.567,,
531600,220.84,292.09,340.568,,
531500,220.85,292.07,340.57,,
531400,220.86,292.05,340.571,,
531300,220.87,292.03,340.573,,
531200,220.89,292.01,340.575,,
531100,220.9,292,340.576,,
531000,220.91,291.98,340.578,,
530900,220.92,291.96,340.58,,
530800,220.92,291.94,340.583,,
530700,220.93,291.92,340.586,,
530600,220.93,291.91,340.589,,
530500,220.93,291.89,340.592,,
530400,220.93,291.87,340.595,,
530300,220.93,291.85,340.598,,
530200,220.94,291.83,340.601,,
530100,220.94,291.82,340.604,,
530000,220.94,291.8,340.607,,
529900,220.94,291.78,340.61,,
529800,220.93,291.76,340.611,,
529700,220.93,291.74,340.611,,
529600,220.92,291.72,340.612,,
529500,220.91,291.7,340.612,,
529400,220.9,291.67,340.612,,
529300,220.89,291.65,340.613,,
529200,220.89,291.63,340.613,,
529100,220.88,291.61,340.614,,
529000,220.87,291.59,340.614,,
528900,220.86,291.57,340.614,,
528800,220.82,291.55,340.618,,
528700,220.77,291.53,340.621,,
528600,220.73,291.51,340.624,,
528500,220.68,291.48,340.627,,
528400,220.64,291.46,340.63,,
528300,220.59,291.44,340.634,,
528200,220.55,291.42,340.637,,
528100,220.51,291.4,340.64,,
528000,220.46,291.38,340.643,,
527900,220.42,291.36,340.646,,
527800,220.36,291.34,340.648,,
527700,220.3,291.32,340.65,,
527600,220.24,291.3,340.651,,
527500,220.17,291.27,340.653,,
527400,220.11,291.25,340.654,,
527300,220.05,291.23,340.656,,
527200,219.99,291.21,340.658,,
527100,219.93,291.19,340.659,,
527000,219.87,291.17,340.661,,
526900,219.81,291.15,340.662,,
526800,219.72,291.12,340.664,,
526700,219.63,291.1,340.666,,
526600,219.55,291.08,340.667,,
526500,219.46,291.06,340.669,,
526400,219.37,291.04,340.671,,
526300,219.28,291.01,340.673,,
526200,219.19,290.99,340.674,,
526100,219.1,290.97,340.676,,
526000,219.01,290.95,340.678,,
525900,218.92,290.92,340.679,,
525800,218.81,290.9,340.68,,
525700,218.7,290.88,340.681,,
525600,218.58,290.86,340.682,,
525500,218.47,290.84,340.683,,
525400,218.36,290.82,340.683,,
525300,218.25,290.8,340.684,,
525200,218.13,290.78,340.685,,
525100,218.02,290.75,340.686,,
525000,217.91,290.73,340.687,,
524900,217.79,290.71,340.688,,
524800,217.66,290.69,340.692,,
524700,217.53,290.68,340.697,,
524600,217.39,290.66,340.702,,
524500,217.26,290.64,340.707,,
524400,217.13,290.62,340.712,,
524300,216.99,290.61,340.717,,
524200,216.86,290.59,340.721,,
524100,216.73,290.57,340.726,,
524000,216.6,290.55,340.731,,
523900,216.46,290.54,340.736,,
523800,216.3,290.52,340.741,,
523700,216.15,290.51,340.746,,
523600,215.99,290.49,340.751,,
523500,215.83,290.48,340.756,,
523400,215.67,290.46,340.761,,
523300,215.52,290.44,340.766,,
523200,215.36,290.43,340.77,,
523100,215.2,290.41,340.775,,
523000,215.05,290.4,340.78,,
522900,214.89,290.38,340.785,,
522800,214.73,290.37,340.786,,
522700,214.57,290.35,340.786,,
522600,214.41,290.34,340.787,,
522500,214.25,290.32,340.788,,
522400,214.09,290.3,340.788,,
522300,213.93,290.29,340.789,,
522200,213.77,290.27,340.789,,
522100,213.61,290.26,340.79,,
522000,213.45,290.24,340.791,,
521900,213.29,290.23,340.791,,
521800,213.13,290.22,340.795,,
521700,212.97,290.2,340.799,,
521600,212.8,290.19,340.803,,
521500,212.64,290.18,340.806,,
521400,212.48,290.17,340.81,,
521300,212.31,290.16,340.814,,
521200,212.15,290.15,340.818,,
521100,211.99,290.14,340.821,,
521000,211.82,290.13,340.825,,
520900,211.66,290.12,340.829,,
520800,211.51,290.12,340.834,,
520700,211.35,290.11,340.839,,
520600,211.2,290.1,340.844,,
520500,211.05,290.09,340.849,,
520400,210.89,290.09,340.854,,
520300,210.74,290.08,340.859,,
520200,210.59,290.07,340.864,,
520100,210.43,290.07,340.869,,
520000,210.28,290.06,340.874,,
519900,210.13,290.05,340.879,,
519800,210,290.05,340.881,,
519700,209.88,290.04,340.884,,
519600,209.76,290.04,340.887,,
519500,209.63,290.03,340.89,,
519400,209.51,290.03,340.892,,
519300,209.39,290.02,340.895,,
519200,209.26,290.02,340.898,,
519100,209.14,290.01,340.9,,
519000,209.02,290.01,340.903,,
518900,208.89,290,340.906,,
518800,208.81,290,340.909,,
518700,208.72,290,340.911,,
518600,208.63,290,340.914,,
518500,208.55,290,340.917,,
518400,208.46,289.99,340.92,,
518300,208.37,289.99,340.923,,
518200,208.29,289.99,340.925,,
518100,208.2,289.99,340.928,,
518000,208.11,289.99,340.931,,
517900,208.03,289.99,340.934,,
517800,207.98,289.99,340.938,,
517700,207.94,289.99,340.943,,
517600,207.9,289.99,340.947,,
517500,207.86,290,340.952,,
517400,207.82,290,340.956,,
517300,207.77,290,340.96,,
517200,207.73,290,340.965,,
517100,207.69,290.01,340.969,,
517000,207.65,290.01,340.974,,
516900,207.6,290.01,340.978,,
516800,207.62,290.02,340.983,,
516700,207.64,290.03,340.988,,
516600,207.65,290.03,340.994,,
516500,207.67,290.04,340.999,,
516400,207.68,290.05,341.004,,
516300,207.7,290.05,341.009,,
516200,207.72,290.06,341.014,,
516100,207.73,290.07,341.019,,
516000,207.75,290.07,341.024,,
515900,207.76,290.08,341.029,,
515800,207.84,290.09,341.032,,
515700,207.91,290.09,341.035,,
515600,207.99,290.1,341.038,,
515500,208.06,290.11,341.041,,
515400,208.14,290.12,341.044,,
515300,208.21,290.13,341.047,,
515200,208.29,290.14,341.05,,
515100,208.36,290.14,341.053,,
515000,208.44,290.15,341.056,,
514900,208.51,290.16,341.059,,
514800,208.64,290.17,341.064,,
514700,208.76,290.18,341.068,,
514600,208.89,290.2,341.073,,
514500,209.01,290.21,341.078,,
514400,209.14,290.22,341.083,,
514300,209.26,290.23,341.087,,
514200,209.39,290.24,341.092,,
514100,209.51,290.25,341.097,,
514000,209.64,290.27,341.102,,
513900,209.76,290.28,341.106,,
513800,209.94,290.29,341.109,,
513700,210.12,290.3,341.113,,
513600,210.3,290.32,341.116,,
513500,210.48,290.33,341.119,,
513400,210.66,290.34,341.122,,
513300,210.84,290.36,341.125,,
513200,211.02,290.37,341.128,,
513100,211.2,290.38,341.131,,
513000,211.38,290.4,341.134,,
512900,211.56,290.41,341.137,,
512800,211.78,290.43,341.14,,
512700,212,290.44,341.143,,
512600,212.22,290.46,341.145,,
512500,212.44,290.47,341.148,,
512400,212.66,290.49,341.151,,
512300,212.88,290.51,341.154,,
512200,213.1,290.52,341.157,,
512100,213.32,290.54,341.16,,
512000,213.54,290.56,341.163,,
511900,213.76,290.57,341.165,,
511800,214,290.59,341.172,,
511700,214.24,290.61,341.179,,
511600,214.48,290.63,341.186,,
511500,214.73,290.66,341.193,,
511400,214.97,290.68,341.2,,
511300,215.21,290.7,341.207,,
511200,215.45,290.72,341.214,,
511100,215.7,290.74,341.221,,
511000,215.94,290.76,341.228,,
510900,216.18,290.78,341.235,,
510800,216.43,290.8,341.235,,
510700,216.67,290.81,341.236,,
510600,216.92,290.83,341.236,,
510500,217.16,290.85,341.236,,
510400,217.41,290.86,341.236,,
510300,217.66,290.88,341.237,,
510200,217.9,290.89,341.237,,
510100,218.15,290.91,341.237,,
510000,218.4,290.93,341.238,,
509900,218.64,290.94,341.238,,
509800,218.87,290.96,341.241,,
509700,219.09,290.98,341.245,,
509600,219.31,291,341.249,,
509500,219.54,291.03,341.252,,
509400,219.76,291.05,341.256,,
509300,219.99,291.07,341.259,,
509200,220.21,291.09,341.263,,
509100,220.43,291.11,341.267,,
509000,220.66,291.13,341.27,,
508900,220.88,291.15,341.274,,
508800,221.08,291.18,341.278,,
508700,221.27,291.2,341.282,,
508600,221.47,291.22,341.286,,
508500,221.66,291.24,341.29,,
508400,221.86,291.27,341.293,,
508300,222.06,291.29,341.297,,
508200,222.25,291.31,341.301,,
508100,222.45,291.33,341.305,,
508000,222.64,291.35,341.309,,
507900,222.84,291.38,341.313,,
507800,222.98,291.4,341.319,,
507700,223.12,291.42,341.324,,
507600,223.26,291.45,341.33,,
507500,223.4,291.47,341.336,,
507400,223.54,291.49,341.341,,
507300,223.69,291.52,341.347,,
507200,223.83,291.54,341.352,,
507100,223.97,291.56,341.358,,
507000,224.11,291.59,341.364,,
506900,224.25,291.61,341.369,,
506800,224.33,291.63,341.373,,
506700,224.4,291.65,341.376,,
506600,224.48,291.67,341.379,,
506500,224.56,291.69,341.382,,
506400,224.63,291.71,341.386,,
506300,224.71,291.73,341.389,,
506200,224.79,291.75,341.392,,
506100,224.86,291.77,341.395,,
506000,224.94,291.79,341.399,,
505900,225.02,291.81,341.402,,
505800,225.02,291.83,341.406,,
505700,225.03,291.85,341.41,,
505600,225.03,291.88,341.414,,
505500,225.03,291.9,341.418,,
505400,225.04,291.92,341.422,,
505300,225.04,291.94,341.426,,
505200,225.05,291.96,341.43,,
505100,225.05,291.98,341.435,,
505000,225.05,292,341.439,,
504900,225.06,292.02,341.443,,
504800,224.98,292.04,341.446,,
504700,224.91,292.06,341.449,,
504600,224.83,292.08,341.453,,
504500,224.76,292.1,341.456,,
504400,224.68,292.12,341.459,,
504300,224.61,292.14,341.463,,
504200,224.54,292.15,341.466,,
504100,224.46,292.17,341.469,,
504000,224.39,292.19,341.473,,
503900,224.31,292.21,341.476,,
503800,224.17,292.23,341.48,,
503700,224.04,292.24,341.485,,
503600,223.9,292.26,341.489,,
503500,223.76,292.28,341.493,,
503400,223.63,292.3,341.498,,
503300,223.49,292.31,341.502,,
503200,223.35,292.33,341.507,,
503100,223.21,292.35,341.511,,
503000,223.08,292.36,341.515,,
502900,222.94,292.38,341.52,,
502800,222.74,292.4,341.521,,
502700,222.54,292.41,341.522,,
502600,222.34,292.42,341.524,,
502500,222.14,292.44,341.525,,
502400,221.94,292.45,341.527,,
502300,221.74,292.47,341.528,,
502200,221.54,292.48,341.529,,
502100,221.34,292.49,341.531,,
502000,221.14,292.51,341.532,,
501900,220.94,292.52,341.533,,
501800,220.71,292.54,341.538,,
501700,220.49,292.55,341.543,,
501600,220.26,292.57,341.548,,
501500,220.03,292.58,341.553,,
501400,219.8,292.6,341.558,,
501300,219.57,292.61,341.563,,
501200,219.35,292.63,341.568,,
501100,219.12,292.64,341.573,,
501000,218.89,292.66,341.578,,
500900,218.66,292.67,341.583,,
500800,218.42,292.68,341.585,,
500700,218.17,292.69,341.588,,
500600,217.93,292.71,341.59,,
500500,217.68,292.72,341.593,,
500400,217.44,292.73,341.596,,
500300,217.2,292.74,341.598,,
500200,216.95,292.75,341.601,,
500100,216.71,292.77,341.603,,
500000,216.46,292.78,341.606,,
499900,216.22,292.79,341.608,,
499800,215.99,292.8,341.61,,
499700,215.76,292.81,341.612,,
499600,215.52,292.82,341.613,,
499500,215.29,292.83,341.615,,
499400,215.06,292.84,341.617,,
499300,214.83,292.85,341.619,,
499200,214.6,292.86,341.62,,
499100,214.36,292.86,341.622,,
499000,214.13,292.87,341.624,,
498900,213.9,292.88,341.625,,
498800,213.68,292.89,341.627,,
498700,213.47,292.89,341.628,,
498600,213.25,292.9,341.63,,
498500,213.04,292.91,341.631,,
498400,212.82,292.91,341.633,,
498300,212.6,292.92,341.634,,
498200,212.39,292.92,341.636,,
498100,212.17,292.93,341.638,,
498000,211.96,292.94,341.639,,
497900,211.74,292.94,341.641,,
497800,211.59,292.95,341.642,,
497700,211.44,292.95,341.644,,
497600,211.29,292.96,341.645,,
497500,211.13,292.96,341.647,,
497400,210.98,292.96,341.648,,
497300,210.83,292.97,341.65,,
497200,210.68,292.97,341.651,,
497100,210.53,292.98,341.653,,
497000,210.38,292.98,341.654,,
496900,210.23,292.99,341.656,,
496800,210.14,292.99,341.659,,
496700,210.06,292.99,341.662,,
496600,209.98,293,341.665,,
496500,209.9,293,341.667,,
496400,209.81,293,341.67,,
496300,209.73,293,341.673,,
496200,209.65,293.01,341.676,,
496100,209.56,293.01,341.679,,
496000,209.48,293.01,341.682,,
495900,209.4,293.02,341.685,,
495800,209.38,293.02,341.689,,
495700,209.37,293.02,341.693,,
495600,209.35,293.01,341.697,,
495500,209.33,293.01,341.7,,
495400,209.32,293.01,341.704,,
495300,209.3,293.01,341.708,,
495200,209.29,293.01,341.712,,
495100,209.27,293.01,341.715,,
495000,209.25,293.01,341.719,,
494900,209.24,293.01,341.723,,
494800,209.3,293.01,341.723,,
494700,209.37,293,341.723,,
494600,209.44,293,341.724,,
494500,209.5,292.99,341.724,,
494400,209.57,292.99,341.724,,
494300,209.64,292.98,341.725,,
494200,209.7,292.98,341.725,,
494100,209.77,292.97,341.725,,
494000,209.84,292.97,341.726,,
493900,209.9,292.96,341.726,,
493800,210.04,292.95,341.726,,
493700,210.19,292.95,341.725,,
493600,210.33,292.94,341.725,,
493500,210.47,292.93,341.725,,
493400,210.61,292.93,341.725,,
493300,210.75,292.92,341.725,,
493200,210.89,292.91,341.724,,
493100,211.03,292.91,341.724,,
493000,211.18,292.9,341.724,,
492900,211.32,292.89,341.724,,
492800,211.51,292.88,341.725,,
492700,211.71,292.87,341.725,,
492600,211.9,292.86,341.726,,
492500,212.1,292.85,341.727,,
492400,212.29,292.85,341.728,,
492300,212.49,292.84,341.729,,
492200,212.69,292.83,341.729,,
492100,212.88,292.82,341.73,,
492000,213.08,292.81,341.731,,
491900,213.27,292.8,341.732,,
491800,213.52,292.79,341.732,,
491700,213.76,292.78,341.732,,
491600,214.01,292.77,341.732,,
491500,214.25,292.75,341.732,,
491400,214.49,292.74,341.732,,
491300,214.74,292.73,341.731,,
491200,214.98,292.72,341.731,,
491100,215.23,292.71,341.731,,
491000,215.47,292.7,341.731,,
490900,215.72,292.69,341.731,,
490800,215.97,292.67,341.728,,
490700,216.22,292.66,341.724,,
490600,216.47,292.64,341.721,,
490500,216.72,292.62,341.718,,
490400,216.97,292.61,341.714,,
490300,217.22,292.59,341.711,,
490200,217.47,292.58,341.707,,
490100,217.72,292.56,341.704,,
490000,217.97,292.55,341.701,,
489900,218.22,292.53,341.697,,
489800,218.48,292.52,341.701,,
489700,218.74,292.51,341.704,,
489600,219,292.5,341.708,,
489500,219.26,292.49,341.711,,
