yearsBP,annual65N,annualGlobal,globalCosWeighted,Title,Source
192200,213,290.95,342.266,,
192100,212.67,290.94,342.261,,
192000,212.35,290.93,342.256,,
191900,212.02,290.92,342.25,,
191800,211.72,290.92,342.246,,
191700,211.42,290.92,342.243,,
191600,211.11,290.91,342.239,,
191500,210.81,290.91,342.235,,
191400,210.51,290.91,342.231,,
191300,210.21,290.9,342.227,,
191200,209.9,290.9,342.223,,
191100,209.6,290.9,342.22,,
191000,209.3,290.89,342.216,,
190900,209,290.89,342.212,,
190800,208.76,290.89,342.208,,
190700,208.53,290.89,342.203,,
190600,208.29,290.89,342.199,,
190500,208.06,290.89,342.194,,
190400,207.83,290.89,342.19,,
190300,207.59,290.89,342.185,,
190200,207.36,290.89,342.181,,
190100,207.12,290.89,342.176,,
190000,206.89,290.89,342.172,,
189900,206.65,290.89,342.167,,
189800,206.49,290.89,342.162,,
189700,206.32,290.89,342.156,,
189600,206.15,290.89,342.15,,
189500,205.98,290.89,342.144,,
189400,205.82,290.89,342.138,,
189300,205.65,290.89,342.132,,
189200,205.48,290.89,342.127,,
189100,205.31,290.89,342.121,,
189000,205.15,290.89,342.115,,
188900,204.98,290.89,342.109,,
188800,204.9,290.9,342.105,,
188700,204.82,290.91,342.1,,
188600,204.74,290.91,342.096,,
188500,204.67,290.92,342.091,,
188400,204.59,290.92,342.087,,
188300,204.51,290.93,342.082,,
188200,204.43,290.94,342.078,,
188100,204.35,290.94,342.074,,
188000,204.27,290.95,342.069,,
187900,204.19,290.95,342.065,,
187800,204.2,290.96,342.061,,
187700,204.21,290.97,342.056,,
187600,204.22,290.98,342.052,,
187500,204.23,290.98,342.048,,
187400,204.24,290.99,342.044,,
187300,204.25,291,342.039,,
187200,204.26,291.01,342.035,,
187100,204.27,291.02,342.031,,
187000,204.28,291.02,342.027,,
186900,204.29,291.03,342.023,,
186800,204.39,291.04,342.018,,
186700,204.49,291.05,342.013,,
186600,204.59,291.06,342.009,,
186500,204.69,291.06,342.004,,
186400,204.79,291.07,341.999,,
186300,204.89,291.08,341.995,,
186200,204.99,291.09,341.99,,
186100,205.08,291.1,341.985,,
186000,205.18,291.11,341.981,,
185900,205.28,291.12,341.976,,
185800,205.45,291.13,341.971,,
185700,205.63,291.13,341.966,,
185600,205.8,291.14,341.961,,
185500,205.97,291.15,341.956,,
185400,206.14,291.16,341.951,,
185300,206.31,291.17,341.946,,
185200,206.48,291.18,341.941,,
185100,206.65,291.19,341.936,,
185000,206.83,291.2,341.93,,
184900,207,291.21,341.925,,
184800,207.24,291.22,341.919,,
184700,207.48,291.24,341.913,,
184600,207.72,291.25,341.907,,
184500,207.96,291.26,341.901,,
184400,208.2,291.27,341.895,,
184300,208.44,291.28,341.889,,
184200,208.68,291.29,341.883,,
184100,208.92,291.31,341.877,,
184000,209.16,291.32,341.871,,
183900,209.4,291.33,341.865,,
183800,209.68,291.34,341.86,,
183700,209.96,291.36,341.855,,
183600,210.24,291.37,341.85,,
183500,210.52,291.38,341.846,,
183400,210.8,291.4,341.841,,
183300,211.08,291.41,341.836,,
183200,211.36,291.43,341.831,,
183100,211.64,291.44,341.826,,
183000,211.92,291.45,341.821,,
182900,212.2,291.47,341.816,,
182800,212.5,291.48,341.81,,
182700,212.79,291.49,341.804,,
182600,213.08,291.51,341.797,,
182500,213.37,291.52,341.791,,
182400,213.67,291.53,341.785,,
182300,213.96,291.54,341.778,,
182200,214.25,291.56,341.772,,
182100,214.54,291.57,341.765,,
182000,214.84,291.58,341.759,,
181900,215.13,291.6,341.753,,
181800,215.43,291.61,341.747,,
181700,215.74,291.63,341.741,,
181600,216.04,291.64,341.735,,
181500,216.34,291.66,341.728,,
181400,216.64,291.67,341.722,,
181300,216.95,291.69,341.716,,
181200,217.25,291.7,341.71,,
181100,217.55,291.72,341.704,,
181000,217.85,291.73,341.698,,
180900,218.16,291.75,341.692,,
180800,218.43,291.77,341.688,,
180700,218.71,291.78,341.684,,
180600,218.98,291.8,341.68,,
180500,219.25,291.82,341.676,,
180400,219.53,291.83,341.672,,
180300,219.8,291.85,341.668,,
180200,220.08,291.87,341.664,,
180100,220.35,291.88,341.66,,
180000,220.63,291.9,341.656,,
179900,220.9,291.92,341.652,,
179800,221.13,291.93,341.647,,
179700,221.37,291.95,341.642,,
179600,221.6,291.96,341.637,,
179500,221.83,291.98,341.632,,
179400,222.06,291.99,341.627,,
179300,222.29,292.01,341.622,,
179200,222.53,292.02,341.617,,
179100,222.76,292.04,341.612,,
179000,222.99,292.05,341.607,,
178900,223.22,292.07,341.602,,
178800,223.41,292.09,341.597,,
178700,223.59,292.1,341.592,,
178600,223.77,292.12,341.588,,
178500,223.96,292.14,341.583,,
178400,224.14,292.16,341.579,,
178300,224.32,292.17,341.574,,
178200,224.51,292.19,341.57,,
178100,224.69,292.21,341.565,,
178000,224.87,292.22,341.561,,
177900,225.06,292.24,341.556,,
177800,225.17,292.25,341.55,,
177700,225.28,292.27,341.545,,
177600,225.39,292.28,341.539,,
177500,225.49,292.3,341.533,,
177400,225.6,292.31,341.528,,
177300,225.71,292.32,341.522,,
177200,225.82,292.34,341.516,,
177100,225.93,292.35,341.51,,
177000,226.04,292.36,341.505,,
176900,226.15,292.38,341.499,,
176800,226.2,292.39,341.496,,
176700,226.25,292.41,341.492,,
176600,226.31,292.42,341.489,,
176500,226.36,292.43,341.486,,
176400,226.41,292.45,341.482,,
176300,226.46,292.46,341.479,,
176200,226.52,292.48,341.476,,
176100,226.57,292.49,341.473,,
176000,226.62,292.51,341.469,,
175900,226.67,292.52,341.466,,
175800,226.66,292.53,341.46,,
175700,226.64,292.54,341.453,,
175600,226.62,292.55,341.447,,
175500,226.61,292.56,341.441,,
175400,226.59,292.57,341.434,,
175300,226.58,292.58,341.428,,
175200,226.56,292.59,341.422,,
175100,226.54,292.6,341.415,,
175000,226.53,292.62,341.409,,
174900,226.51,292.63,341.403,,
174800,226.43,292.63,341.398,,
174700,226.36,292.64,341.394,,
174600,226.28,292.65,341.389,,
174500,226.2,292.66,341.385,,
174400,226.13,292.67,341.38,,
174300,226.05,292.68,341.376,,
174200,225.97,292.69,341.371,,
174100,225.9,292.7,341.367,,
174000,225.82,292.71,341.362,,
173900,225.74,292.72,341.358,,
173800,225.62,292.73,341.353,,
173700,225.5,292.73,341.349,,
173600,225.38,292.74,341.345,,
173500,225.26,292.75,341.341,,
173400,225.14,292.76,341.336,,
173300,225.02,292.77,341.332,,
173200,224.9,292.77,341.328,,
173100,224.78,292.78,341.324,,
173000,224.65,292.79,341.32,,
172900,224.53,292.8,341.315,,
172800,224.37,292.8,341.31,,
172700,224.21,292.81,341.305,,
172600,224.05,292.81,341.299,,
172500,223.89,292.81,341.294,,
172400,223.73,292.82,341.289,,
172300,223.57,292.82,341.283,,
172200,223.4,292.83,341.278,,
172100,223.24,292.83,341.273,,
172000,223.08,292.83,341.267,,
171900,222.92,292.84,341.262,,
171800,222.74,292.84,341.259,,
171700,222.56,292.84,341.255,,
171600,222.37,292.85,341.252,,
171500,222.19,292.85,341.248,,
171400,222.01,292.86,341.245,,
171300,221.83,292.86,341.241,,
171200,221.65,292.86,341.238,,
171100,221.47,292.87,341.235,,
171000,221.28,292.87,341.231,,
170900,221.1,292.87,341.228,,
170800,220.92,292.87,341.225,,
170700,220.74,292.87,341.223,,
170600,220.56,292.88,341.221,,
170500,220.38,292.88,341.219,,
170400,220.2,292.88,341.216,,
170300,220.01,292.88,341.214,,
170200,219.83,292.88,341.212,,
170100,219.65,292.88,341.21,,
170000,219.47,292.89,341.207,,
169900,219.29,292.89,341.205,,
169800,219.1,292.88,341.199,,
169700,218.92,292.88,341.193,,
169600,218.73,292.87,341.187,,
169500,218.54,292.87,341.18,,
169400,218.36,292.86,341.174,,
169300,218.17,292.86,341.168,,
169200,217.99,292.86,341.162,,
169100,217.8,292.85,341.156,,
169000,217.62,292.85,341.15,,
168900,217.43,292.84,341.144,,
168800,217.26,292.84,341.141,,
168700,217.09,292.83,341.138,,
168600,216.92,292.83,341.136,,
168500,216.74,292.83,341.133,,
168400,216.57,292.82,341.13,,
168300,216.4,292.82,341.127,,
168200,216.23,292.81,341.125,,
168100,216.06,292.81,341.122,,
168000,215.89,292.81,341.119,,
167900,215.72,292.8,341.116,,
167800,215.57,292.8,341.115,,
167700,215.43,292.79,341.114,,
167600,215.29,292.78,341.113,,
167500,215.14,292.78,341.112,,
167400,215,292.77,341.111,,
167300,214.86,292.76,341.11,,
167200,214.71,292.76,341.109,,
167100,214.57,292.75,341.108,,
167000,214.43,292.75,341.106,,
166900,214.28,292.74,341.105,,
166800,214.16,292.73,341.101,,
166700,214.04,292.72,341.096,,
166600,213.92,292.71,341.092,,
166500,213.8,292.69,341.087,,
166400,213.68,292.68,341.083,,
166300,213.56,292.67,341.078,,
166200,213.44,292.66,341.074,,
166100,213.31,292.65,341.069,,
166000,213.19,292.64,341.065,,
165900,213.07,292.62,341.06,,
165800,212.98,292.61,341.059,,
165700,212.89,292.6,341.057,,
165600,212.81,292.58,341.055,,
165500,212.72,292.57,341.053,,
165400,212.63,292.56,341.051,,
165300,212.54,292.54,341.049,,
165200,212.45,292.53,341.047,,
165100,212.36,292.51,341.045,,
165000,212.27,292.5,341.043,,
164900,212.18,292.49,341.041,,
164800,212.14,292.47,341.038,,
164700,212.09,292.46,341.035,,
164600,212.04,292.44,341.032,,
164500,211.99,292.43,341.029,,
164400,211.94,292.41,341.025,,
164300,211.89,292.4,341.022,,
164200,211.84,292.38,341.019,,
164100,211.8,292.37,341.016,,
164000,211.75,292.35,341.013,,
163900,211.7,292.33,341.009,,
163800,211.68,292.32,341.01,,
163700,211.67,292.3,341.01,,
163600,211.65,292.28,341.01,,
163500,211.64,292.26,341.01,,
163400,211.62,292.25,341.01,,
163300,211.6,292.23,341.011,,
163200,211.59,292.21,341.011,,
163100,211.57,292.2,341.011,,
163000,211.55,292.18,341.011,,
162900,211.54,292.16,341.012,,
162800,211.54,292.14,341.008,,
162700,211.55,292.12,341.005,,
162600,211.56,292.1,341.001,,
162500,211.56,292.08,340.998,,
162400,211.57,292.06,340.994,,
162300,211.57,292.04,340.991,,
162200,211.58,292.01,340.987,,
162100,211.59,291.99,340.984,,
162000,211.59,291.97,340.98,,
161900,211.6,291.95,340.977,,
161800,211.63,291.93,340.976,,
161700,211.66,291.91,340.974,,
161600,211.7,291.89,340.973,,
161500,211.73,291.86,340.972,,
161400,211.76,291.84,340.971,,
161300,211.79,291.82,340.97,,
161200,211.82,291.8,340.969,,
161100,211.86,291.77,340.968,,
161000,211.89,291.75,340.967,,
160900,211.92,291.73,340.966,,
160800,211.98,291.71,340.966,,
160700,212.04,291.68,340.966,,
160600,212.1,291.66,340.966,,
160500,212.16,291.64,340.966,,
160400,212.21,291.62,340.966,,
160300,212.27,291.6,340.966,,
160200,212.33,291.57,340.966,,
160100,212.39,291.55,340.966,,
160000,212.45,291.53,340.966,,
159900,212.51,291.51,340.966,,
159800,212.59,291.48,340.966,,
159700,212.66,291.46,340.965,,
159600,212.74,291.44,340.965,,
159500,212.82,291.41,340.965,,
159400,212.9,291.39,340.964,,
159300,212.98,291.37,340.964,,
159200,213.06,291.34,340.964,,
159100,213.14,291.32,340.964,,
159000,213.22,291.3,340.963,,
158900,213.29,291.27,340.963,,
158800,213.38,291.25,340.961,,
158700,213.46,291.22,340.959,,
158600,213.55,291.2,340.957,,
158500,213.63,291.17,340.955,,
158400,213.72,291.15,340.953,,
158300,213.8,291.12,340.951,,
158200,213.89,291.1,340.949,,
158100,213.97,291.07,340.947,,
158000,214.06,291.05,340.945,,
157900,214.14,291.02,340.943,,
157800,214.24,291,340.945,,
157700,214.34,290.98,340.946,,
157600,214.44,290.96,340.947,,
157500,214.54,290.94,340.948,,
157400,214.65,290.91,340.949,,
157300,214.75,290.89,340.95,,
157200,214.85,290.87,340.951,,
157100,214.95,290.85,340.952,,
157000,215.05,290.83,340.953,,
156900,215.15,290.8,340.955,,
156800,215.25,290.78,340.954,,
156700,215.35,290.76,340.954,,
156600,215.45,290.74,340.954,,
156500,215.55,290.72,340.954,,
156400,215.65,290.7,340.954,,
156300,215.76,290.67,340.954,,
156200,215.86,290.65,340.954,,
156100,215.96,290.63,340.954,,
156000,216.06,290.61,340.954,,
155900,216.16,290.59,340.954,,
155800,216.26,290.57,340.955,,
155700,216.36,290.55,340.956,,
155600,216.46,290.53,340.957,,
155500,216.56,290.51,340.958,,
155400,216.66,290.49,340.959,,
155300,216.76,290.48,340.96,,
155200,216.87,290.46,340.961,,
155100,216.97,290.44,340.962,,
155000,217.07,290.42,340.963,,
154900,217.17,290.4,340.964,,
154800,217.26,290.38,340.965,,
154700,217.36,290.37,340.967,,
154600,217.45,290.35,340.969,,
154500,217.55,290.34,340.97,,
154400,217.64,290.32,340.972,,
154300,217.74,290.3,340.974,,
154200,217.83,290.29,340.975,,
154100,217.93,290.27,340.977,,
154000,218.02,290.26,340.979,,
153900,218.12,290.24,340.98,,
153800,218.19,290.23,340.981,,
153700,218.26,290.21,340.981,,
153600,218.33,290.2,340.981,,
153500,218.41,290.18,340.982,,
153400,218.48,290.17,340.982,,
153300,218.55,290.15,340.982,,
153200,218.63,290.14,340.983,,
153100,218.7,290.13,340.983,,
153000,218.77,290.11,340.983,,
152900,218.84,290.1,340.984,,
152800,218.9,290.09,340.986,,
152700,218.96,290.08,340.988,,
152600,219.02,290.07,340.991,,
152500,219.09,290.06,340.993,,
152400,219.15,290.05,340.996,,
152300,219.21,290.04,340.998,,
152200,219.27,290.04,341,,
152100,219.33,290.03,341.003,,
152000,219.39,290.02,341.005,,
151900,219.45,290.01,341.008,,
151800,219.47,290,341.01,,
151700,219.48,290,341.013,,
151600,219.5,289.99,341.016,,
151500,219.52,289.99,341.019,,
151400,219.54,289.98,341.022,,
151300,219.56,289.98,341.025,,
151200,219.58,289.97,341.028,,
151100,219.59,289.96,341.031,,
151000,219.61,289.96,341.034,,
150900,219.63,289.95,341.037,,
150800,219.63,289.95,341.035,,
150700,219.63,289.94,341.034,,
150600,219.63,289.94,341.032,,
150500,219.63,289.94,341.031,,
150400,219.63,289.93,341.03,,
150300,219.63,289.93,341.028,,
150200,219.63,289.92,341.027,,
150100,219.63,289.92,341.025,,
150000,219.63,289.92,341.024,,
149900,219.63,289.91,341.022,,
149800,219.59,289.91,341.026,,
149700,219.55,289.92,341.03,,
149600,219.52,289.92,341.033,,
149500,219.48,289.92,341.037,,
149400,219.44,289.92,341.041,,
149300,219.4,289.92,341.044,,
149200,219.36,289.93,341.048,,
149100,219.32,289.93,341.052,,
149000,219.29,289.93,341.055,,
148900,219.25,289.93,341.059,,
148800,219.17,289.94,341.061,,
148700,219.1,289.95,341.064,,
148600,219.03,289.96,341.066,,
148500,218.96,289.96,341.068,,
148400,218.88,289.97,341.071,,
148300,218.81,289.98,341.073,,
148200,218.74,289.98,341.076,,
148100,218.67,289.99,341.078,,
148000,218.59,290,341.081,,
147900,218.52,290.01,341.083,,
147800,218.42,290.02,341.085,,
147700,218.32,290.03,341.087,,
147600,218.22,290.04,341.09,,
147500,218.12,290.05,341.092,,
147400,218.03,290.07,341.094,,
147300,217.93,290.08,341.097,,
147200,217.83,290.09,341.099,,
147100,217.73,290.1,341.101,,
147000,217.63,290.11,341.103,,
146900,217.53,290.13,341.106,,
146800,217.4,290.14,341.109,,
146700,217.27,290.16,341.113,,
146600,217.14,290.17,341.117,,
146500,217.01,290.19,341.121,,
146400,216.89,290.2,341.125,,
146300,216.76,290.22,341.129,,
146200,216.63,290.24,341.133,,
146100,216.5,290.25,341.137,,
146000,216.37,290.27,341.141,,
145900,216.24,290.28,341.145,,
145800,216.1,290.3,341.146,,
145700,215.96,290.32,341.147,,
145600,215.82,290.34,341.148,,
145500,215.67,290.35,341.148,,
145400,215.53,290.37,341.149,,
145300,215.39,290.39,341.15,,
145200,215.25,290.41,341.151,,
145100,215.11,290.43,341.152,,
145000,214.97,290.45,341.153,,
144900,214.83,290.46,341.154,,
144800,214.68,290.49,341.158,,
144700,214.52,290.51,341.163,,
144600,214.37,290.53,341.168,,
144500,214.22,290.56,341.173,,
144400,214.07,290.58,341.178,,
144300,213.92,290.6,341.183,,
144200,213.77,290.63,341.188,,
144100,213.62,290.65,341.193,,
144000,213.47,290.68,341.198,,
143900,213.31,290.7,341.202,,
143800,213.16,290.73,341.207,,
143700,213.02,290.75,341.211,,
143600,212.87,290.78,341.216,,
143500,212.72,290.81,341.22,,
143400,212.57,290.83,341.225,,
143300,212.42,290.86,341.229,,
143200,212.27,290.89,341.234,,
143100,212.12,290.91,341.238,,
143000,211.97,290.94,341.242,,
142900,211.82,290.97,341.247,,
142800,211.7,290.99,341.248,,
142700,211.57,291.02,341.248,,
142600,211.45,291.05,341.249,,
142500,211.32,291.07,341.25,,
142400,211.2,291.1,341.251,,
142300,211.07,291.12,341.251,,
142200,210.94,291.15,341.252,,
142100,210.82,291.18,341.253,,
142000,210.69,291.2,341.254,,
141900,210.57,291.23,341.254,,
141800,210.48,291.26,341.26,,
141700,210.38,291.29,341.267,,
141600,210.29,291.32,341.273,,
141500,210.2,291.36,341.279,,
141400,210.11,291.39,341.285,,
141300,210.01,291.42,341.291,,
141200,209.92,291.45,341.297,,
141100,209.83,291.48,341.303,,
141000,209.73,291.52,341.309,,
140900,209.64,291.55,341.316,,
140800,209.59,291.58,341.317,,
140700,209.55,291.6,341.318,,
140600,209.5,291.63,341.319,,
140500,209.46,291.66,341.32,,
140400,209.41,291.69,341.321,,
140300,209.36,291.71,341.322,,
140200,209.32,291.74,341.323,,
140100,209.27,291.77,341.324,,
140000,209.22,291.8,341.326,,
139900,209.18,291.82,341.327,,
139800,209.18,291.86,341.333,,
139700,209.19,291.89,341.339,,
139600,209.19,291.92,341.345,,
139500,209.19,291.95,341.351,,
139400,209.2,291.98,341.358,,
139300,209.2,292.01,341.364,,
139200,209.21,292.04,341.37,,
139100,209.21,292.08,341.376,,
139000,209.21,292.11,341.382,,
138900,209.22,292.14,341.389,,
138800,209.27,292.17,341.392,,
138700,209.33,292.2,341.396,,
138600,209.39,292.23,341.4,,
138500,209.44,292.25,341.403,,
138400,209.5,292.28,341.407,,
138300,209.56,292.31,341.411,,
138200,209.61,292.34,341.414,,
138100,209.67,292.37,341.418,,
138000,209.73,292.4,341.422,,
137900,209.78,292.43,341.425,,
137800,209.89,292.45,341.429,,
137700,210,292.48,341.433,,
137600,210.12,292.51,341.436,,
137500,210.23,292.53,341.44,,
137400,210.34,292.56,341.444,,
137300,210.45,292.58,341.447,,
137200,210.56,292.61,341.451,,
137100,210.67,292.64,341.454,,
137000,210.78,292.66,341.458,,
136900,210.89,292.69,341.462,,
136800,211.07,292.71,341.466,,
136700,211.25,292.74,341.47,,
136600,211.43,292.76,341.474,,
136500,211.61,292.79,341.479,,
136400,211.79,292.81,341.483,,
136300,211.97,292.83,341.487,,
136200,212.15,292.86,341.491,,
136100,212.33,292.88,341.495,,
136000,212.51,292.91,341.5,,
135900,212.69,292.93,341.504,,
135800,212.9,292.95,341.504,,
135700,213.12,292.97,341.505,,
135600,213.34,292.99,341.506,,
135500,213.55,293.01,341.506,,
135400,213.77,293.02,341.507,,
135300,213.98,293.04,341.507,,
135200,214.2,293.06,341.508,,
135100,214.42,293.08,341.509,,
135000,214.63,293.1,341.509,,
134900,214.85,293.12,341.51,,
134800,215.1,293.13,341.513,,
134700,215.35,293.15,341.516,,
134600,215.6,293.17,341.518,,
134500,215.85,293.18,341.521,,
134400,216.1,293.2,341.524,,
134300,216.35,293.22,341.527,,
134200,216.6,293.23,341.53,,
134100,216.85,293.25,341.533,,
134000,217.1,293.27,341.536,,
133900,217.35,293.28,341.539,,
133800,217.62,293.29,341.541,,
133700,217.89,293.3,341.543,,
133600,218.16,293.32,341.545,,
133500,218.42,293.33,341.547,,
133400,218.69,293.34,341.549,,
133300,218.96,293.35,341.551,,
133200,219.23,293.36,341.553,,
133100,219.5,293.37,341.555,,
133000,219.77,293.38,341.557,,
132900,220.03,293.39,341.559,,
132800,220.3,293.41,341.567,,
132700,220.57,293.42,341.574,,
132600,220.84,293.43,341.582,,
132500,221.12,293.45,341.589,,
132400,221.39,293.46,341.597,,
132300,221.66,293.47,341.604,,
132200,221.93,293.49,341.612,,
132100,222.2,293.5,341.619,,
132000,222.47,293.51,341.627,,
131900,222.74,293.53,341.635,,
131800,222.98,293.53,341.636,,
131700,223.22,293.53,341.637,,
131600,223.46,293.53,341.638,,
131500,223.7,293.54,341.639,,
131400,223.94,293.54,341.64,,
131300,224.18,293.54,341.641,,
131200,224.42,293.54,341.643,,
131100,224.66,293.55,341.644,,
131000,224.9,293.55,341.645,,
130900,225.14,293.55,341.646,,
130800,225.34,293.55,341.648,,
130700,225.54,293.55,341.651,,
130600,225.74,293.55,341.653,,
130500,225.94,293.55,341.655,,
130400,226.14,293.55,341.657,,
130300,226.34,293.55,341.659,,
130200,226.54,293.55,341.662,,
130100,226.74,293.55,341.664,,
130000,226.94,293.55,341.666,,
129900,227.14,293.55,341.668,,
129800,227.28,293.54,341.671,,
129700,227.43,293.54,341.673,,
129600,227.57,293.53,341.676,,
129500,227.72,293.53,341.678,,
129400,227.86,293.52,341.681,,
129300,228.01,293.52,341.683,,
129200,228.15,293.51,341.686,,
129100,228.3,293.51,341.688,,
129000,228.44,293.5,341.691,,
128900,228.59,293.5,341.693,,
128800,228.66,293.49,341.697,,
128700,228.73,293.48,341.701,,
128600,228.8,293.47,341.705,,
128500,228.87,293.47,341.709,,
128400,228.94,293.46,341.713,,
128300,229.01,293.45,341.717,,
128200,229.08,293.44,341.721,,
128100,229.15,293.44,341.725,,
128000,229.23,293.43,341.729,,
127900,229.3,293.42,341.732,,
127800,229.28,293.41,341.737,,
127700,229.27,293.4,341.741,,
127600,229.25,293.39,341.745,,
127500,229.24,293.37,341.75,,
127400,229.23,293.36,341.754,,
127300,229.21,293.35,341.758,,
127200,229.2,293.34,341.763,,
127100,229.18,293.32,341.767,,
127000,229.17,293.31,341.771,,
126900,229.15,293.3,341.776,,
126800,229.06,293.28,341.777,,
126700,228.96,293.26,341.778,,
126600,228.87,293.24,341.779,,
126500,228.78,293.22,341.781,,
126400,228.68,293.2,341.782,,
126300,228.59,293.18,341.783,,
126200,228.49,293.16,341.784,,
126100,228.4,293.14,341.785,,
126000,228.3,293.12,341.787,,
125900,228.21,293.1,341.788,,
125800,228.02,293.08,341.789,,
125700,227.83,293.06,341.79,,
125600,227.64,293.04,341.791,,
125500,227.46,293.01,341.791,,
125400,227.27,292.99,341.792,,
125300,227.08,292.97,341.793,,
125200,226.89,292.95,341.794,,
125100,226.7,292.93,341.795,,
125000,226.52,292.9,341.796,,
124900,226.33,292.88,341.797,,
124800,226.09,292.86,341.797,,
124700,225.85,292.83,341.797,,
124600,225.61,292.81,341.797,,
124500,225.37,292.78,341.797,,
124400,225.13,292.76,341.798,,
124300,224.89,292.73,341.798,,
124200,224.65,292.71,341.798,,
124100,224.41,292.68,341.798,,
124000,224.17,292.66,341.798,,
123900,223.93,292.63,341.798,,
123800,223.62,292.61,341.801,,
123700,223.32,292.58,341.803,,
123600,223.01,292.55,341.805,,
123500,222.71,292.53,341.808,,
123400,222.4,292.5,341.81,,
123300,222.1,292.48,341.813,,
123200,221.8,292.45,341.815,,
123100,221.49,292.42,341.818,,
123000,221.19,292.4,341.82,,
122900,220.88,292.37,341.822,,
122800,220.56,292.34,341.825,,
122700,220.23,292.32,341.828,,
122600,219.91,292.29,341.83,,
122500,219.58,292.27,341.833,,
122400,219.26,292.24,341.836,,
122300,218.93,292.21,341.838,,
122200,218.61,292.19,341.841,,
122100,218.28,292.16,341.844,,
122000,217.96,292.13,341.847,,
121900,217.63,292.11,341.849,,
121800,217.3,292.08,341.849,,
121700,216.96,292.05,341.849,,
121600,216.63,292.02,341.849,,
121500,216.29,291.99,341.848,,
121400,215.96,291.96,341.848,,
121300,215.62,291.94,341.848,,
121200,215.29,291.91,341.848,,
121100,214.95,291.88,341.847,,
121000,214.62,291.85,341.847,,
120900,214.28,291.82,341.847,,
120800,213.96,291.8,341.848,,
120700,213.64,291.77,341.848,,
120600,213.33,291.74,341.849,,
120500,213.01,291.71,341.85,,
120400,212.69,291.69,341.85,,
120300,212.37,291.66,341.851,,
120200,212.05,291.63,341.852,,
120100,211.73,291.61,341.852,,
120000,211.41,291.58,341.853,,
119900,211.09,291.55,341.854,,
119800,210.82,291.53,341.855,,
119700,210.55,291.5,341.856,,
119600,210.27,291.48,341.857,,
119500,210,291.45,341.859,,
119400,209.72,291.43,341.86,,
119300,209.45,291.41,341.861,,
119200,209.17,291.38,341.862,,
119100,208.9,291.36,341.863,,
119000,208.62,291.33,341.865,,
118900,208.35,291.31,341.866,,
118800,208.13,291.29,341.866,,
118700,207.91,291.26,341.866,,
118600,207.7,291.24,341.866,,
118500,207.48,291.21,341.866,,
118400,207.26,291.19,341.866,,
118300,207.04,291.17,341.866,,
118200,206.82,291.14,341.867,,
118100,206.61,291.12,341.867,,
118000,206.39,291.09,341.867,,
117900,206.17,291.07,341.867,,
117800,206.03,291.05,341.867,,
117700,205.9,291.03,341.868,,
117600,205.76,291.01,341.869,,
117500,205.62,290.99,341.869,,
117400,205.48,290.96,341.87,,
117300,205.35,290.94,341.87,,
117200,205.21,290.92,341.871,,
117100,205.07,290.9,341.871,,
117000,204.94,290.88,341.872,,
116900,204.8,290.86,341.873,,
116800,204.76,290.84,341.875,,
116700,204.72,290.83,341.878,,
116600,204.68,290.81,341.88,,
116500,204.64,290.8,341.883,,
116400,204.6,290.78,341.885,,
116300,204.56,290.77,341.888,,
116200,204.52,290.75,341.89,,
116100,204.48,290.74,341.893,,
116000,204.44,290.72,341.895,,
115900,204.39,290.71,341.898,,
115800,204.43,290.69,341.896,,
115700,204.46,290.67,341.895,,
115600,204.49,290.66,341.893,,
115500,204.52,290.64,341.892,,
115400,204.56,290.62,341.89,,
115300,204.59,290.61,341.888,,
115200,204.62,290.59,341.887,,
115100,204.65,290.58,341.885,,
115000,204.69,290.56,341.884,,
114900,204.72,290.54,341.882,,
114800,204.83,290.53,341.879,,
114700,204.95,290.52,341.877,,
114600,205.06,290.51,341.874,,
114500,205.18,290.5,341.872,,
114400,205.29,290.48,341.869,,
114300,205.41,290.47,341.867,,
114200,205.52,290.46,341.864,,
114100,205.64,290.45,341.862,,
114000,205.75,290.43,341.859,,
113900,205.87,290.42,341.857,,
113800,206.07,290.42,341.859,,
113700,206.27,290.41,341.861,,
113600,206.47,290.41,341.863,,
113500,206.67,290.4,341.864,,
113400,206.87,290.4,341.866,,
113300,207.07,290.39,341.868,,
113200,207.27,290.39,341.87,,
113100,207.47,290.38,341.872,,
113000,207.67,290.38,341.874,,
112900,207.87,290.37,341.876,,
112800,208.11,290.37,341.876,,
112700,208.35,290.37,341.876,,
112600,208.6,290.37,341.876,,
112500,208.84,290.37,341.876,,
112400,209.09,290.37,341.876,,
112300,209.33,290.37,341.876,,
112200,209.57,290.37,341.876,,
112100,209.82,290.37,341.876,,
112000,210.06,290.37,341.876,,
111900,210.31,290.37,341.876,,
111800,210.59,290.37,341.874,,
111700,210.88,290.37,341.872,,
111600,211.17,290.38,341.869,,
111500,211.45,290.38,341.867,,
111400,211.74,290.38,341.865,,
111300,212.03,290.39,341.862,,
111200,212.31,290.39,341.86,,
111100,212.6,290.39,341.858,,
111000,212.89,290.4,341.856,,
110900,213.17,290.4,341.853,,
110800,213.47,290.41,341.853,,
110700,213.77,290.42,341.853,,
110600,214.06,290.43,341.854,,
110500,214.36,290.44,341.854,,
110400,214.66,290.44,341.854,,
110300,214.95,290.45,341.854,,
110200,215.25,290.46,341.854,,
110100,215.55,290.47,341.854,,
110000,215.84,290.48,341.854,,
